발생연도,성,국제질병분류코드,암종,연령군,발생자수(명),발생률(명/10만명),연결test
1999,여자,C56,난소,75-79세,73,19.9,1999여C5675-79세
1999,여자,C56,난소,80-84세,34,16.5,1999여C5680-84세
1999,여자,C56,난소,85세이상,13,9.3,1999여C5685세이상
1999,여자,C56,난소,전체,1332,5.7,1999여C56전체
1999,여자,C61,전립선,00-04세,,,1999여C6100-04세
1999,여자,C61,전립선,05-09세,,,1999여C6105-09세
1999,여자,C61,전립선,10-14세,,,1999여C6110-14세
1999,여자,C61,전립선,15-19세,,,1999여C6115-19세
1999,여자,C61,전립선,20-24세,,,1999여C6120-24세
1999,여자,C61,전립선,25-29세,,,1999여C6125-29세
1999,여자,C61,전립선,30-34세,,,1999여C6130-34세
1999,여자,C61,전립선,35-39세,,,1999여C6135-39세
1999,여자,C61,전립선,40-44세,,,1999여C6140-44세
1999,여자,C61,전립선,45-49세,,,1999여C6145-49세
1999,여자,C61,전립선,50-54세,,,1999여C6150-54세
1999,여자,C61,전립선,55-59세,,,1999여C6155-59세
1999,여자,C61,전립선,60-64세,,,1999여C6160-64세
1999,여자,C61,전립선,65-69세,,,1999여C6165-69세
1999,여자,C61,전립선,70-74세,,,1999여C6170-74세
1999,여자,C61,전립선,75-79세,,,1999여C6175-79세
1999,여자,C61,전립선,80-84세,,,1999여C6180-84세
1999,여자,C61,전립선,85세이상,,,1999여C6185세이상
1999,여자,C61,전립선,전체,,,1999여C61전체
1999,여자,C62,고환,00-04세,,,1999여C6200-04세
1999,여자,C62,고환,05-09세,,,1999여C6205-09세
1999,여자,C62,고환,10-14세,,,1999여C6210-14세
1999,여자,C62,고환,15-19세,,,1999여C6215-19세
1999,여자,C62,고환,20-24세,,,1999여C6220-24세
1999,여자,C62,고환,25-29세,,,1999여C6225-29세
1999,여자,C62,고환,30-34세,,,1999여C6230-34세
1999,여자,C62,고환,35-39세,,,1999여C6235-39세
1999,여자,C62,고환,40-44세,,,1999여C6240-44세
1999,여자,C62,고환,45-49세,,,1999여C6245-49세
1999,여자,C62,고환,50-54세,,,1999여C6250-54세
1999,여자,C62,고환,55-59세,,,1999여C6255-59세
1999,여자,C62,고환,60-64세,,,1999여C6260-64세
1999,여자,C62,고환,65-69세,,,1999여C6265-69세
1999,여자,C62,고환,70-74세,,,1999여C6270-74세
1999,여자,C62,고환,75-79세,,,1999여C6275-79세
1999,여자,C62,고환,80-84세,,,1999여C6280-84세
1999,여자,C62,고환,85세이상,,,1999여C6285세이상
1999,여자,C62,고환,전체,,,1999여C62전체
1999,여자,C64,신장,00-04세,16,1,1999여C6400-04세
1999,여자,C64,신장,05-09세,4,0.2,1999여C6405-09세
1999,여자,C64,신장,10-14세,2,0.1,1999여C6410-14세
1999,여자,C64,신장,15-19세,2,0.1,1999여C6415-19세
1999,여자,C64,신장,20-24세,1,0.1,1999여C6420-24세
1999,여자,C64,신장,25-29세,14,0.6,1999여C6425-29세
1999,여자,C64,신장,30-34세,14,0.6,1999여C6430-34세
1999,여자,C64,신장,35-39세,19,0.9,1999여C6435-39세
1999,여자,C64,신장,40-44세,18,1,1999여C6440-44세
1999,여자,C64,신장,45-49세,35,2.6,1999여C6445-49세
1999,여자,C64,신장,50-54세,39,3.5,1999여C6450-54세
1999,여자,C64,신장,55-59세,51,4.7,1999여C6455-59세
1999,여자,C64,신장,60-64세,55,5.8,1999여C6460-64세
1999,여자,C64,신장,65-69세,64,8.9,1999여C6465-69세
1999,여자,C64,신장,70-74세,42,8,1999여C6470-74세
1999,여자,C64,신장,75-79세,40,10.9,1999여C6475-79세
1999,여자,C64,신장,80-84세,12,5.8,1999여C6480-84세
1999,여자,C64,신장,85세이상,9,6.5,1999여C6485세이상
1999,여자,C64,신장,전체,437,1.9,1999여C64전체
1999,여자,C67,방광,00-04세,,,1999여C6700-04세
1999,여자,C67,방광,05-09세,,,1999여C6705-09세
1999,여자,C67,방광,10-14세,,,1999여C6710-14세
1999,여자,C67,방광,15-19세,,,1999여C6715-19세
1999,여자,C67,방광,20-24세,3,0.2,1999여C6720-24세
1999,여자,C67,방광,25-29세,1,0,1999여C6725-29세
1999,여자,C67,방광,30-34세,4,0.2,1999여C6730-34세
1999,여자,C67,방광,35-39세,8,0.4,1999여C6735-39세
1999,여자,C67,방광,40-44세,9,0.5,1999여C6740-44세
1999,여자,C67,방광,45-49세,16,1.2,1999여C6745-49세
1999,여자,C67,방광,50-54세,22,2,1999여C6750-54세
1999,여자,C67,방광,55-59세,47,4.3,1999여C6755-59세
1999,여자,C67,방광,60-64세,52,5.5,1999여C6760-64세
1999,여자,C67,방광,65-69세,63,8.8,1999여C6765-69세
1999,여자,C67,방광,70-74세,87,16.6,1999여C6770-74세
1999,여자,C67,방광,75-79세,70,19.1,1999여C6775-79세
1999,여자,C67,방광,80-84세,43,20.8,1999여C6780-84세
1999,여자,C67,방광,85세이상,23,16.5,1999여C6785세이상
1999,여자,C67,방광,전체,448,1.9,1999여C67전체
1999,여자,C70-C72,뇌 및 중추신경계,00-04세,19,1.2,1999여C70-C7200-04세
1999,여자,C70-C72,뇌 및 중추신경계,05-09세,26,1.6,1999여C70-C7205-09세
1999,여자,C70-C72,뇌 및 중추신경계,10-14세,21,1.4,1999여C70-C7210-14세
1999,여자,C70-C72,뇌 및 중추신경계,15-19세,15,0.8,1999여C70-C7215-19세
1999,여자,C70-C72,뇌 및 중추신경계,20-24세,23,1.2,1999여C70-C7220-24세
1999,여자,C70-C72,뇌 및 중추신경계,25-29세,34,1.5,1999여C70-C7225-29세
1999,여자,C70-C72,뇌 및 중추신경계,30-34세,35,1.6,1999여C70-C7230-34세
1999,여자,C70-C72,뇌 및 중추신경계,35-39세,33,1.5,1999여C70-C7235-39세
1999,여자,C70-C72,뇌 및 중추신경계,40-44세,60,3.2,1999여C70-C7240-44세
1999,여자,C70-C72,뇌 및 중추신경계,45-49세,36,2.7,1999여C70-C7245-49세
1999,여자,C70-C72,뇌 및 중추신경계,50-54세,43,3.9,1999여C70-C7250-54세
1999,여자,C70-C72,뇌 및 중추신경계,55-59세,64,5.8,1999여C70-C7255-59세
1999,여자,C70-C72,뇌 및 중추신경계,60-64세,52,5.5,1999여C70-C7260-64세
1999,여자,C70-C72,뇌 및 중추신경계,65-69세,78,10.8,1999여C70-C7265-69세
1999,여자,C70-C72,뇌 및 중추신경계,70-74세,49,9.4,1999여C70-C7270-74세
1999,여자,C70-C72,뇌 및 중추신경계,75-79세,37,10.1,1999여C70-C7275-79세
1999,여자,C70-C72,뇌 및 중추신경계,80-84세,8,3.9,1999여C70-C7280-84세
1999,여자,C70-C72,뇌 및 중추신경계,85세이상,8,5.7,1999여C70-C7285세이상
1999,여자,C70-C72,뇌 및 중추신경계,전체,641,2.7,1999여C70-C72전체
1999,여자,C73,갑상선,00-04세,,,1999여C7300-04세
1999,여자,C73,갑상선,05-09세,4,0.2,1999여C7305-09세
1999,여자,C73,갑상선,10-14세,12,0.8,1999여C7310-14세
1999,여자,C73,갑상선,15-19세,43,2.2,1999여C7315-19세
1999,여자,C73,갑상선,20-24세,124,6.5,1999여C7320-24세
1999,여자,C73,갑상선,25-29세,222,9.9,1999여C7325-29세
1999,여자,C73,갑상선,30-34세,252,11.7,1999여C7330-34세
1999,여자,C73,갑상선,35-39세,334,15.3,1999여C7335-39세
1999,여자,C73,갑상선,40-44세,344,18.2,1999여C7340-44세
1999,여자,C73,갑상선,45-49세,309,23.3,1999여C7345-49세
1999,여자,C73,갑상선,50-54세,298,27,1999여C7350-54세
1999,여자,C73,갑상선,55-59세,293,26.7,1999여C7355-59세
1999,여자,C73,갑상선,60-64세,230,24.4,1999여C7360-64세
1999,여자,C73,갑상선,65-69세,153,21.3,1999여C7365-69세
1999,여자,C73,갑상선,70-74세,91,17.4,1999여C7370-74세
1999,여자,C73,갑상선,75-79세,59,16.1,1999여C7375-79세
1999,여자,C73,갑상선,80-84세,23,11.1,1999여C7380-84세
1999,여자,C73,갑상선,85세이상,17,12.2,1999여C7385세이상
1999,여자,C73,갑상선,전체,2808,12,1999여C73전체
1999,여자,C81,호지킨림프종,00-04세,,,1999여C8100-04세
1999,여자,C81,호지킨림프종,05-09세,,,1999여C8105-09세
1999,여자,C81,호지킨림프종,10-14세,2,0.1,1999여C8110-14세
1999,여자,C81,호지킨림프종,15-19세,5,0.3,1999여C8115-19세
1999,여자,C81,호지킨림프종,20-24세,5,0.3,1999여C8120-24세
1999,여자,C81,호지킨림프종,25-29세,7,0.3,1999여C8125-29세
1999,여자,C81,호지킨림프종,30-34세,3,0.1,1999여C8130-34세
1999,여자,C81,호지킨림프종,35-39세,2,0.1,1999여C8135-39세
1999,여자,C81,호지킨림프종,40-44세,1,0.1,1999여C8140-44세
1999,여자,C81,호지킨림프종,45-49세,2,0.2,1999여C8145-49세
1999,여자,C81,호지킨림프종,50-54세,1,0.1,1999여C8150-54세
1999,여자,C81,호지킨림프종,55-59세,1,0.1,1999여C8155-59세
1999,여자,C81,호지킨림프종,60-64세,1,0.1,1999여C8160-64세
1999,여자,C81,호지킨림프종,65-69세,4,0.6,1999여C8165-69세
1999,여자,C81,호지킨림프종,70-74세,1,0.2,1999여C8170-74세
1999,여자,C81,호지킨림프종,75-79세,,,1999여C8175-79세
1999,여자,C81,호지킨림프종,80-84세,,,1999여C8180-84세
1999,여자,C81,호지킨림프종,85세이상,,,1999여C8185세이상
1999,여자,C81,호지킨림프종,전체,35,0.1,1999여C81전체
1999,여자,"C82-C86,C96",비호지킨 림프종,00-04세,16,1,"1999여C82-C86,C9600-04세"
1999,여자,"C82-C86,C96",비호지킨 림프종,05-09세,12,0.7,"1999여C82-C86,C9605-09세"
1999,여자,"C82-C86,C96",비호지킨 림프종,10-14세,9,0.6,"1999여C82-C86,C9610-14세"
1999,여자,"C82-C86,C96",비호지킨 림프종,15-19세,22,1.1,"1999여C82-C86,C9615-19세"
1999,여자,"C82-C86,C96",비호지킨 림프종,20-24세,15,0.8,"1999여C82-C86,C9620-24세"
1999,여자,"C82-C86,C96",비호지킨 림프종,25-29세,30,1.3,"1999여C82-C86,C9625-29세"
1999,여자,"C82-C86,C96",비호지킨 림프종,30-34세,39,1.8,"1999여C82-C86,C9630-34세"
1999,여자,"C82-C86,C96",비호지킨 림프종,35-39세,48,2.2,"1999여C82-C86,C9635-39세"
1999,여자,"C82-C86,C96",비호지킨 림프종,40-44세,56,3,"1999여C82-C86,C9640-44세"
1999,여자,"C82-C86,C96",비호지킨 림프종,45-49세,57,4.3,"1999여C82-C86,C9645-49세"
1999,여자,"C82-C86,C96",비호지킨 림프종,50-54세,71,6.4,"1999여C82-C86,C9650-54세"
1999,여자,"C82-C86,C96",비호지킨 림프종,55-59세,100,9.1,"1999여C82-C86,C9655-59세"
1999,여자,"C82-C86,C96",비호지킨 림프종,60-64세,104,11,"1999여C82-C86,C9660-64세"
1999,여자,"C82-C86,C96",비호지킨 림프종,65-69세,94,13.1,"1999여C82-C86,C9665-69세"
1999,여자,"C82-C86,C96",비호지킨 림프종,70-74세,73,14,"1999여C82-C86,C9670-74세"
1999,여자,"C82-C86,C96",비호지킨 림프종,75-79세,55,15,"1999여C82-C86,C9675-79세"
1999,여자,"C82-C86,C96",비호지킨 림프종,80-84세,29,14,"1999여C82-C86,C9680-84세"
1999,여자,"C82-C86,C96",비호지킨 림프종,85세이상,16,11.5,"1999여C82-C86,C9685세이상"
1999,여자,"C82-C86,C96",비호지킨 림프종,전체,846,3.6,"1999여C82-C86,C96전체"
1999,여자,C90,다발성 골수종,00-04세,,,1999여C9000-04세
1999,여자,C90,다발성 골수종,05-09세,,,1999여C9005-09세
1999,여자,C90,다발성 골수종,10-14세,,,1999여C9010-14세
1999,여자,C90,다발성 골수종,15-19세,,,1999여C9015-19세
1999,여자,C90,다발성 골수종,20-24세,,,1999여C9020-24세
1999,여자,C90,다발성 골수종,25-29세,,,1999여C9025-29세
1999,여자,C90,다발성 골수종,30-34세,,,1999여C9030-34세
1999,여자,C90,다발성 골수종,35-39세,9,0.4,1999여C9035-39세
1999,여자,C90,다발성 골수종,40-44세,6,0.3,1999여C9040-44세
1999,여자,C90,다발성 골수종,45-49세,16,1.2,1999여C9045-49세
1999,여자,C90,다발성 골수종,50-54세,14,1.3,1999여C9050-54세
1999,여자,C90,다발성 골수종,55-59세,27,2.5,1999여C9055-59세
1999,여자,C90,다발성 골수종,60-64세,40,4.2,1999여C9060-64세
1999,여자,C90,다발성 골수종,65-69세,42,5.8,1999여C9065-69세
1999,여자,C90,다발성 골수종,70-74세,32,6.1,1999여C9070-74세
1999,여자,C90,다발성 골수종,75-79세,21,5.7,1999여C9075-79세
1999,여자,C90,다발성 골수종,80-84세,6,2.9,1999여C9080-84세
1999,여자,C90,다발성 골수종,85세이상,,,1999여C9085세이상
1999,여자,C90,다발성 골수종,전체,213,0.9,1999여C90전체
1999,여자,C91-C95,백혈병,00-04세,85,5.4,1999여C91-C9500-04세
1999,여자,C91-C95,백혈병,05-09세,50,3.1,1999여C91-C9505-09세
1999,여자,C91-C95,백혈병,10-14세,30,2,1999여C91-C9510-14세
1999,여자,C91-C95,백혈병,15-19세,42,2.2,1999여C91-C9515-19세
1999,여자,C91-C95,백혈병,20-24세,39,2,1999여C91-C9520-24세
1999,여자,C91-C95,백혈병,25-29세,46,2,1999여C91-C9525-29세
1999,여자,C91-C95,백혈병,30-34세,56,2.6,1999여C91-C9530-34세
1999,여자,C91-C95,백혈병,35-39세,62,2.8,1999여C91-C9535-39세
1999,여자,C91-C95,백혈병,40-44세,76,4,1999여C91-C9540-44세
1999,여자,C91-C95,백혈병,45-49세,48,3.6,1999여C91-C9545-49세
1999,여자,C91-C95,백혈병,50-54세,51,4.6,1999여C91-C9550-54세
1999,여자,C91-C95,백혈병,55-59세,53,4.8,1999여C91-C9555-59세
1999,여자,C91-C95,백혈병,60-64세,85,9,1999여C91-C9560-64세
1999,여자,C91-C95,백혈병,65-69세,58,8.1,1999여C91-C9565-69세
1999,여자,C91-C95,백혈병,70-74세,59,11.3,1999여C91-C9570-74세
1999,여자,C91-C95,백혈병,75-79세,50,13.6,1999여C91-C9575-79세
1999,여자,C91-C95,백혈병,80-84세,35,16.9,1999여C91-C9580-84세
1999,여자,C91-C95,백혈병,85세이상,8,5.7,1999여C91-C9585세이상
1999,여자,C91-C95,백혈병,전체,933,4,1999여C91-C95전체
1999,여자,Re.C00-C96,기타 암,00-04세,62,3.9,1999여Re.C00-C9600-04세
1999,여자,Re.C00-C96,기타 암,05-09세,26,1.6,1999여Re.C00-C9605-09세
1999,여자,Re.C00-C96,기타 암,10-14세,37,2.4,1999여Re.C00-C9610-14세
1999,여자,Re.C00-C96,기타 암,15-19세,36,1.8,1999여Re.C00-C9615-19세
1999,여자,Re.C00-C96,기타 암,20-24세,61,3.2,1999여Re.C00-C9620-24세
1999,여자,Re.C00-C96,기타 암,25-29세,79,3.5,1999여Re.C00-C9625-29세
1999,여자,Re.C00-C96,기타 암,30-34세,103,4.8,1999여Re.C00-C9630-34세
1999,여자,Re.C00-C96,기타 암,35-39세,160,7.3,1999여Re.C00-C9635-39세
1999,여자,Re.C00-C96,기타 암,40-44세,168,8.9,1999여Re.C00-C9640-44세
1999,여자,Re.C00-C96,기타 암,45-49세,176,13.3,1999여Re.C00-C9645-49세
1999,여자,Re.C00-C96,기타 암,50-54세,209,18.9,1999여Re.C00-C9650-54세
1999,여자,Re.C00-C96,기타 암,55-59세,303,27.6,1999여Re.C00-C9655-59세
1999,여자,Re.C00-C96,기타 암,60-64세,324,34.4,1999여Re.C00-C9660-64세
1999,여자,Re.C00-C96,기타 암,65-69세,341,47.4,1999여Re.C00-C9665-69세
1999,여자,Re.C00-C96,기타 암,70-74세,383,73.2,1999여Re.C00-C9670-74세
1999,여자,Re.C00-C96,기타 암,75-79세,368,100.2,1999여Re.C00-C9675-79세
1999,여자,Re.C00-C96,기타 암,80-84세,212,102.6,1999여Re.C00-C9680-84세
1999,여자,Re.C00-C96,기타 암,85세이상,143,102.8,1999여Re.C00-C9685세이상
1999,여자,Re.C00-C96,기타 암,전체,3191,13.6,1999여Re.C00-C96전체
2000,남녀전체,C00-C96,모든암,00-04세,495,15.2,2000남C00-C9600-04세
2000,남녀전체,C00-C96,모든암,05-09세,332,9.4,2000남C00-C9605-09세
2000,남녀전체,C00-C96,모든암,10-14세,295,9.3,2000남C00-C9610-14세
2000,남녀전체,C00-C96,모든암,15-19세,514,13.4,2000남C00-C9615-19세
2000,남녀전체,C00-C96,모든암,20-24세,678,17.3,2000남C00-C9620-24세
2000,남녀전체,C00-C96,모든암,25-29세,1418,31.6,2000남C00-C9625-29세
2000,남녀전체,C00-C96,모든암,30-34세,2642,59,2000남C00-C9630-34세
2000,남녀전체,C00-C96,모든암,35-39세,4537,102.9,2000남C00-C9635-39세
2000,남녀전체,C00-C96,모든암,40-44세,6874,169,2000남C00-C9640-44세
2000,남녀전체,C00-C96,모든암,45-49세,7705,266,2000남C00-C9645-49세
2000,남녀전체,C00-C96,모든암,50-54세,9303,401.2,2000남C00-C9650-54세
2000,남녀전체,C00-C96,모든암,55-59세,12220,585.1,2000남C00-C9655-59세
2000,남녀전체,C00-C96,모든암,60-64세,14436,803.5,2000남C00-C9660-64세
2000,남녀전체,C00-C96,모든암,65-69세,13693,1052.4,2000남C00-C9665-69세
2000,남녀전체,C00-C96,모든암,70-74세,11461,1297.3,2000남C00-C9670-74세
2000,남녀전체,C00-C96,모든암,75-79세,8645,1472.6,2000남C00-C9675-79세
2000,남녀전체,C00-C96,모든암,80-84세,4439,1434.2,2000남C00-C9680-84세
2000,남녀전체,C00-C96,모든암,85세이상,2083,1114.3,2000남C00-C9685세이상
2000,남녀전체,C00-C96,모든암,전체,101772,214.1,2000남C00-C96전체
2000,남녀전체,C00-C14,"입술, 구강 및 인두",00-04세,1,0,2000남C00-C1400-04세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",05-09세,1,0,2000남C00-C1405-09세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",10-14세,4,0.1,2000남C00-C1410-14세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",15-19세,15,0.4,2000남C00-C1415-19세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",20-24세,19,0.5,2000남C00-C1420-24세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",25-29세,34,0.8,2000남C00-C1425-29세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",30-34세,54,1.2,2000남C00-C1430-34세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",35-39세,82,1.9,2000남C00-C1435-39세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",40-44세,115,2.8,2000남C00-C1440-44세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",45-49세,115,4,2000남C00-C1445-49세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",50-54세,187,8.1,2000남C00-C1450-54세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",55-59세,265,12.7,2000남C00-C1455-59세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",60-64세,306,17,2000남C00-C1460-64세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",65-69세,278,21.4,2000남C00-C1465-69세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",70-74세,232,26.3,2000남C00-C1470-74세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",75-79세,196,33.4,2000남C00-C1475-79세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",80-84세,168,54.3,2000남C00-C1480-84세
2000,남녀전체,C00-C14,"입술, 구강 및 인두",85세이상,111,59.4,2000남C00-C1485세이상
2000,남녀전체,C00-C14,"입술, 구강 및 인두",전체,2183,4.6,2000남C00-C14전체
2000,남녀전체,C15,식도,00-04세,1,0,2000남C1500-04세
2000,남녀전체,C15,식도,05-09세,,,2000남C1505-09세
2000,남녀전체,C15,식도,10-14세,,,2000남C1510-14세
2000,남녀전체,C15,식도,15-19세,,,2000남C1515-19세
2000,남녀전체,C15,식도,20-24세,1,0,2000남C1520-24세
2000,남녀전체,C15,식도,25-29세,1,0,2000남C1525-29세
2000,남녀전체,C15,식도,30-34세,5,0.1,2000남C1530-34세
2000,남녀전체,C15,식도,35-39세,13,0.3,2000남C1535-39세
2000,남녀전체,C15,식도,40-44세,41,1,2000남C1540-44세
2000,남녀전체,C15,식도,45-49세,67,2.3,2000남C1545-49세
2000,남녀전체,C15,식도,50-54세,106,4.6,2000남C1550-54세
2000,남녀전체,C15,식도,55-59세,253,12.1,2000남C1555-59세
2000,남녀전체,C15,식도,60-64세,383,21.3,2000남C1560-64세
2000,남녀전체,C15,식도,65-69세,330,25.4,2000남C1565-69세
2000,남녀전체,C15,식도,70-74세,260,29.4,2000남C1570-74세
2000,남녀전체,C15,식도,75-79세,193,32.9,2000남C1575-79세
2000,남녀전체,C15,식도,80-84세,88,28.4,2000남C1580-84세
2000,남녀전체,C15,식도,85세이상,27,14.4,2000남C1585세이상
2000,남녀전체,C15,식도,전체,1769,3.7,2000남C15전체
2000,남녀전체,C16,위,00-04세,,,2000남C1600-04세
2000,남녀전체,C16,위,05-09세,1,0,2000남C1605-09세
2000,남녀전체,C16,위,10-14세,1,0,2000남C1610-14세
2000,남녀전체,C16,위,15-19세,16,0.4,2000남C1615-19세
2000,남녀전체,C16,위,20-24세,48,1.2,2000남C1620-24세
2000,남녀전체,C16,위,25-29세,205,4.6,2000남C1625-29세
2000,남녀전체,C16,위,30-34세,495,11,2000남C1630-34세
2000,남녀전체,C16,위,35-39세,893,20.2,2000남C1635-39세
2000,남녀전체,C16,위,40-44세,1193,29.3,2000남C1640-44세
2000,남녀전체,C16,위,45-49세,1444,49.8,2000남C1645-49세
2000,남녀전체,C16,위,50-54세,1876,80.9,2000남C1650-54세
2000,남녀전체,C16,위,55-59세,2725,130.5,2000남C1655-59세
2000,남녀전체,C16,위,60-64세,3282,182.7,2000남C1660-64세
2000,남녀전체,C16,위,65-69세,3175,244,2000남C1665-69세
2000,남녀전체,C16,위,70-74세,2513,284.4,2000남C1670-74세
2000,남녀전체,C16,위,75-79세,1754,298.8,2000남C1675-79세
2000,남녀전체,C16,위,80-84세,940,303.7,2000남C1680-84세
2000,남녀전체,C16,위,85세이상,411,219.9,2000남C1685세이상
2000,남녀전체,C16,위,전체,20972,44.1,2000남C16전체
2000,남녀전체,C18-C20,대장,00-04세,1,0,2000남C18-C2000-04세
2000,남녀전체,C18-C20,대장,05-09세,1,0,2000남C18-C2005-09세
2000,남녀전체,C18-C20,대장,10-14세,4,0.1,2000남C18-C2010-14세
2000,남녀전체,C18-C20,대장,15-19세,5,0.1,2000남C18-C2015-19세
2000,남녀전체,C18-C20,대장,20-24세,22,0.6,2000남C18-C2020-24세
2000,남녀전체,C18-C20,대장,25-29세,96,2.1,2000남C18-C2025-29세
2000,남녀전체,C18-C20,대장,30-34세,179,4,2000남C18-C2030-34세
2000,남녀전체,C18-C20,대장,35-39세,343,7.8,2000남C18-C2035-39세
2000,남녀전체,C18-C20,대장,40-44세,564,13.9,2000남C18-C2040-44세
2000,남녀전체,C18-C20,대장,45-49세,685,23.6,2000남C18-C2045-49세
2000,남녀전체,C18-C20,대장,50-54세,968,41.7,2000남C18-C2050-54세
2000,남녀전체,C18-C20,대장,55-59세,1380,66.1,2000남C18-C2055-59세
2000,남녀전체,C18-C20,대장,60-64세,1633,90.9,2000남C18-C2060-64세
2000,남녀전체,C18-C20,대장,65-69세,1535,118,2000남C18-C2065-69세
2000,남녀전체,C18-C20,대장,70-74세,1303,147.5,2000남C18-C2070-74세
2000,남녀전체,C18-C20,대장,75-79세,905,154.2,2000남C18-C2075-79세
2000,남녀전체,C18-C20,대장,80-84세,534,172.5,2000남C18-C2080-84세
2000,남녀전체,C18-C20,대장,85세이상,198,105.9,2000남C18-C2085세이상
2000,남녀전체,C18-C20,대장,전체,10356,21.8,2000남C18-C20전체
2000,남녀전체,C22,간,00-04세,25,0.8,2000남C2200-04세
2000,남녀전체,C22,간,05-09세,7,0.2,2000남C2205-09세
2000,남녀전체,C22,간,10-14세,4,0.1,2000남C2210-14세
2000,남녀전체,C22,간,15-19세,9,0.2,2000남C2215-19세
2000,남녀전체,C22,간,20-24세,20,0.5,2000남C2220-24세
2000,남녀전체,C22,간,25-29세,53,1.2,2000남C2225-29세
2000,남녀전체,C22,간,30-34세,124,2.8,2000남C2230-34세
2000,남녀전체,C22,간,35-39세,421,9.5,2000남C2235-39세
2000,남녀전체,C22,간,40-44세,892,21.9,2000남C2240-44세
2000,남녀전체,C22,간,45-49세,1336,46.1,2000남C2245-49세
2000,남녀전체,C22,간,50-54세,1728,74.5,2000남C2250-54세
2000,남녀전체,C22,간,55-59세,2042,97.8,2000남C2255-59세
2000,남녀전체,C22,간,60-64세,2129,118.5,2000남C2260-64세
2000,남녀전체,C22,간,65-69세,1691,130,2000남C2265-69세
2000,남녀전체,C22,간,70-74세,1231,139.3,2000남C2270-74세
2000,남녀전체,C22,간,75-79세,827,140.9,2000남C2275-79세
2000,남녀전체,C22,간,80-84세,390,126,2000남C2280-84세
2000,남녀전체,C22,간,85세이상,186,99.5,2000남C2285세이상
2000,남녀전체,C22,간,전체,13116,27.6,2000남C22전체
2000,남녀전체,C23-C24,담낭 및 기타담도,00-04세,1,0,2000남C23-C2400-04세
2000,남녀전체,C23-C24,담낭 및 기타담도,05-09세,,,2000남C23-C2405-09세
2000,남녀전체,C23-C24,담낭 및 기타담도,10-14세,,,2000남C23-C2410-14세
2000,남녀전체,C23-C24,담낭 및 기타담도,15-19세,,,2000남C23-C2415-19세
2000,남녀전체,C23-C24,담낭 및 기타담도,20-24세,4,0.1,2000남C23-C2420-24세
2000,남녀전체,C23-C24,담낭 및 기타담도,25-29세,8,0.2,2000남C23-C2425-29세
2000,남녀전체,C23-C24,담낭 및 기타담도,30-34세,10,0.2,2000남C23-C2430-34세
2000,남녀전체,C23-C24,담낭 및 기타담도,35-39세,38,0.9,2000남C23-C2435-39세
2000,남녀전체,C23-C24,담낭 및 기타담도,40-44세,85,2.1,2000남C23-C2440-44세
2000,남녀전체,C23-C24,담낭 및 기타담도,45-49세,115,4,2000남C23-C2445-49세
2000,남녀전체,C23-C24,담낭 및 기타담도,50-54세,212,9.1,2000남C23-C2450-54세
2000,남녀전체,C23-C24,담낭 및 기타담도,55-59세,355,17,2000남C23-C2455-59세
2000,남녀전체,C23-C24,담낭 및 기타담도,60-64세,448,24.9,2000남C23-C2460-64세
2000,남녀전체,C23-C24,담낭 및 기타담도,65-69세,514,39.5,2000남C23-C2465-69세
2000,남녀전체,C23-C24,담낭 및 기타담도,70-74세,521,59,2000남C23-C2470-74세
2000,남녀전체,C23-C24,담낭 및 기타담도,75-79세,459,78.2,2000남C23-C2475-79세
2000,남녀전체,C23-C24,담낭 및 기타담도,80-84세,225,72.7,2000남C23-C2480-84세
2000,남녀전체,C23-C24,담낭 및 기타담도,85세이상,115,61.5,2000남C23-C2485세이상
2000,남녀전체,C23-C24,담낭 및 기타담도,전체,3110,6.5,2000남C23-C24전체
2000,남녀전체,C25,췌장,00-04세,,,2000남C2500-04세
2000,남녀전체,C25,췌장,05-09세,1,0,2000남C2505-09세
2000,남녀전체,C25,췌장,10-14세,2,0.1,2000남C2510-14세
2000,남녀전체,C25,췌장,15-19세,2,0.1,2000남C2515-19세
2000,남녀전체,C25,췌장,20-24세,5,0.1,2000남C2520-24세
2000,남녀전체,C25,췌장,25-29세,7,0.2,2000남C2525-29세
2000,남녀전체,C25,췌장,30-34세,19,0.4,2000남C2530-34세
2000,남녀전체,C25,췌장,35-39세,59,1.3,2000남C2535-39세
2000,남녀전체,C25,췌장,40-44세,103,2.5,2000남C2540-44세
