발생연도,성,국제질병분류코드,암종,연령군,발생자수(명),발생률(명/10만명),연결test
2006,남녀전체,C50,유방,40-44세,1870,44.1,2006남C5040-44세
2006,남녀전체,C50,유방,45-49세,2494,59.7,2006남C5045-49세
2006,남녀전체,C50,유방,50-54세,1617,52.4,2006남C5050-54세
2006,남녀전체,C50,유방,55-59세,1030,44.3,2006남C5055-59세
2006,남녀전체,C50,유방,60-64세,888,45,2006남C5060-64세
2006,남녀전체,C50,유방,65-69세,577,33.4,2006남C5065-69세
2006,남녀전체,C50,유방,70-74세,389,31.1,2006남C5070-74세
2006,남녀전체,C50,유방,75-79세,184,23.9,2006남C5075-79세
2006,남녀전체,C50,유방,80-84세,85,19.6,2006남C5080-84세
2006,남녀전체,C50,유방,85세이상,38,14.7,2006남C5085세이상
2006,남녀전체,C50,유방,전체,10951,22.4,2006남C50전체
2006,남녀전체,C53,자궁경부,00-04세,,,2006남C5300-04세
2006,남녀전체,C53,자궁경부,05-09세,1,0,2006남C5305-09세
2006,남녀전체,C53,자궁경부,10-14세,,,2006남C5310-14세
2006,남녀전체,C53,자궁경부,15-19세,1,0,2006남C5315-19세
2006,남녀전체,C53,자궁경부,20-24세,21,0.6,2006남C5320-24세
2006,남녀전체,C53,자궁경부,25-29세,110,2.8,2006남C5325-29세
2006,남녀전체,C53,자궁경부,30-34세,227,5.3,2006남C5330-34세
2006,남녀전체,C53,자궁경부,35-39세,404,9,2006남C5335-39세
2006,남녀전체,C53,자궁경부,40-44세,496,11.7,2006남C5340-44세
2006,남녀전체,C53,자궁경부,45-49세,615,14.7,2006남C5345-49세
2006,남녀전체,C53,자궁경부,50-54세,430,13.9,2006남C5350-54세
2006,남녀전체,C53,자궁경부,55-59세,373,16,2006남C5355-59세
2006,남녀전체,C53,자궁경부,60-64세,357,18.1,2006남C5360-64세
2006,남녀전체,C53,자궁경부,65-69세,352,20.4,2006남C5365-69세
2006,남녀전체,C53,자궁경부,70-74세,325,26,2006남C5370-74세
2006,남녀전체,C53,자궁경부,75-79세,211,27.4,2006남C5375-79세
2006,남녀전체,C53,자궁경부,80-84세,92,21.2,2006남C5380-84세
2006,남녀전체,C53,자궁경부,85세이상,49,19,2006남C5385세이상
2006,남녀전체,C53,자궁경부,전체,4064,8.3,2006남C53전체
2006,남녀전체,C54,자궁체부,00-04세,,,2006남C5400-04세
2006,남녀전체,C54,자궁체부,05-09세,,,2006남C5405-09세
2006,남녀전체,C54,자궁체부,10-14세,,,2006남C5410-14세
2006,남녀전체,C54,자궁체부,15-19세,,,2006남C5415-19세
2006,남녀전체,C54,자궁체부,20-24세,7,0.2,2006남C5420-24세
2006,남녀전체,C54,자궁체부,25-29세,25,0.6,2006남C5425-29세
2006,남녀전체,C54,자궁체부,30-34세,61,1.4,2006남C5430-34세
2006,남녀전체,C54,자궁체부,35-39세,70,1.6,2006남C5435-39세
2006,남녀전체,C54,자궁체부,40-44세,121,2.9,2006남C5440-44세
2006,남녀전체,C54,자궁체부,45-49세,233,5.6,2006남C5445-49세
2006,남녀전체,C54,자궁체부,50-54세,272,8.8,2006남C5450-54세
2006,남녀전체,C54,자궁체부,55-59세,182,7.8,2006남C5455-59세
2006,남녀전체,C54,자궁체부,60-64세,134,6.8,2006남C5460-64세
2006,남녀전체,C54,자궁체부,65-69세,72,4.2,2006남C5465-69세
2006,남녀전체,C54,자궁체부,70-74세,56,4.5,2006남C5470-74세
2006,남녀전체,C54,자궁체부,75-79세,30,3.9,2006남C5475-79세
2006,남녀전체,C54,자궁체부,80-84세,22,5.1,2006남C5480-84세
2006,남녀전체,C54,자궁체부,85세이상,9,3.5,2006남C5485세이상
2006,남녀전체,C54,자궁체부,전체,1294,2.6,2006남C54전체
2006,남녀전체,C56,난소,00-04세,3,0.1,2006남C5600-04세
2006,남녀전체,C56,난소,05-09세,7,0.2,2006남C5605-09세
2006,남녀전체,C56,난소,10-14세,14,0.4,2006남C5610-14세
2006,남녀전체,C56,난소,15-19세,36,1.1,2006남C5615-19세
2006,남녀전체,C56,난소,20-24세,35,1,2006남C5620-24세
2006,남녀전체,C56,난소,25-29세,57,1.4,2006남C5625-29세
2006,남녀전체,C56,난소,30-34세,69,1.6,2006남C5630-34세
2006,남녀전체,C56,난소,35-39세,120,2.7,2006남C5635-39세
2006,남녀전체,C56,난소,40-44세,152,3.6,2006남C5640-44세
2006,남녀전체,C56,난소,45-49세,261,6.2,2006남C5645-49세
2006,남녀전체,C56,난소,50-54세,213,6.9,2006남C5650-54세
2006,남녀전체,C56,난소,55-59세,159,6.8,2006남C5655-59세
2006,남녀전체,C56,난소,60-64세,153,7.8,2006남C5660-64세
2006,남녀전체,C56,난소,65-69세,147,8.5,2006남C5665-69세
2006,남녀전체,C56,난소,70-74세,138,11,2006남C5670-74세
2006,남녀전체,C56,난소,75-79세,77,10,2006남C5675-79세
2006,남녀전체,C56,난소,80-84세,34,7.8,2006남C5680-84세
2006,남녀전체,C56,난소,85세이상,31,12,2006남C5685세이상
2006,남녀전체,C56,난소,전체,1706,3.5,2006남C56전체
2006,남녀전체,C61,전립선,00-04세,,,2006남C6100-04세
2006,남녀전체,C61,전립선,05-09세,,,2006남C6105-09세
2006,남녀전체,C61,전립선,10-14세,,,2006남C6110-14세
2006,남녀전체,C61,전립선,15-19세,1,0,2006남C6115-19세
2006,남녀전체,C61,전립선,20-24세,3,0.1,2006남C6120-24세
2006,남녀전체,C61,전립선,25-29세,2,0.1,2006남C6125-29세
2006,남녀전체,C61,전립선,30-34세,1,0,2006남C6130-34세
2006,남녀전체,C61,전립선,35-39세,3,0.1,2006남C6135-39세
2006,남녀전체,C61,전립선,40-44세,10,0.2,2006남C6140-44세
2006,남녀전체,C61,전립선,45-49세,53,1.3,2006남C6145-49세
2006,남녀전체,C61,전립선,50-54세,116,3.8,2006남C6150-54세
2006,남녀전체,C61,전립선,55-59세,311,13.4,2006남C6155-59세
2006,남녀전체,C61,전립선,60-64세,658,33.3,2006남C6160-64세
2006,남녀전체,C61,전립선,65-69세,999,57.8,2006남C6165-69세
2006,남녀전체,C61,전립선,70-74세,1027,82.2,2006남C6170-74세
2006,남녀전체,C61,전립선,75-79세,750,97.4,2006남C6175-79세
2006,남녀전체,C61,전립선,80-84세,412,95,2006남C6180-84세
2006,남녀전체,C61,전립선,85세이상,181,70,2006남C6185세이상
2006,남녀전체,C61,전립선,전체,4527,9.3,2006남C61전체
2006,남녀전체,C62,고환,00-04세,14,0.6,2006남C6200-04세
2006,남녀전체,C62,고환,05-09세,2,0.1,2006남C6205-09세
2006,남녀전체,C62,고환,10-14세,2,0.1,2006남C6210-14세
2006,남녀전체,C62,고환,15-19세,9,0.3,2006남C6215-19세
2006,남녀전체,C62,고환,20-24세,27,0.7,2006남C6220-24세
2006,남녀전체,C62,고환,25-29세,27,0.7,2006남C6225-29세
2006,남녀전체,C62,고환,30-34세,34,0.8,2006남C6230-34세
2006,남녀전체,C62,고환,35-39세,25,0.6,2006남C6235-39세
2006,남녀전체,C62,고환,40-44세,14,0.3,2006남C6240-44세
2006,남녀전체,C62,고환,45-49세,7,0.2,2006남C6245-49세
2006,남녀전체,C62,고환,50-54세,8,0.3,2006남C6250-54세
2006,남녀전체,C62,고환,55-59세,4,0.2,2006남C6255-59세
2006,남녀전체,C62,고환,60-64세,4,0.2,2006남C6260-64세
2006,남녀전체,C62,고환,65-69세,,,2006남C6265-69세
2006,남녀전체,C62,고환,70-74세,3,0.2,2006남C6270-74세
2006,남녀전체,C62,고환,75-79세,,,2006남C6275-79세
2006,남녀전체,C62,고환,80-84세,1,0.2,2006남C6280-84세
2006,남녀전체,C62,고환,85세이상,1,0.4,2006남C6285세이상
2006,남녀전체,C62,고환,전체,182,0.4,2006남C62전체
2006,남녀전체,C64,신장,00-04세,36,1.5,2006남C6400-04세
2006,남녀전체,C64,신장,05-09세,9,0.3,2006남C6405-09세
2006,남녀전체,C64,신장,10-14세,3,0.1,2006남C6410-14세
2006,남녀전체,C64,신장,15-19세,3,0.1,2006남C6415-19세
2006,남녀전체,C64,신장,20-24세,11,0.3,2006남C6420-24세
2006,남녀전체,C64,신장,25-29세,41,1,2006남C6425-29세
2006,남녀전체,C64,신장,30-34세,63,1.5,2006남C6430-34세
2006,남녀전체,C64,신장,35-39세,111,2.5,2006남C6435-39세
2006,남녀전체,C64,신장,40-44세,191,4.5,2006남C6440-44세
2006,남녀전체,C64,신장,45-49세,296,7.1,2006남C6445-49세
2006,남녀전체,C64,신장,50-54세,326,10.6,2006남C6450-54세
2006,남녀전체,C64,신장,55-59세,331,14.2,2006남C6455-59세
2006,남녀전체,C64,신장,60-64세,312,15.8,2006남C6460-64세
2006,남녀전체,C64,신장,65-69세,317,18.3,2006남C6465-69세
2006,남녀전체,C64,신장,70-74세,330,26.4,2006남C6470-74세
2006,남녀전체,C64,신장,75-79세,174,22.6,2006남C6475-79세
2006,남녀전체,C64,신장,80-84세,76,17.5,2006남C6480-84세
2006,남녀전체,C64,신장,85세이상,31,12,2006남C6485세이상
2006,남녀전체,C64,신장,전체,2661,5.4,2006남C64전체
2006,남녀전체,C67,방광,00-04세,2,0.1,2006남C6700-04세
2006,남녀전체,C67,방광,05-09세,2,0.1,2006남C6705-09세
2006,남녀전체,C67,방광,10-14세,1,0,2006남C6710-14세
2006,남녀전체,C67,방광,15-19세,2,0.1,2006남C6715-19세
2006,남녀전체,C67,방광,20-24세,4,0.1,2006남C6720-24세
2006,남녀전체,C67,방광,25-29세,8,0.2,2006남C6725-29세
2006,남녀전체,C67,방광,30-34세,11,0.3,2006남C6730-34세
2006,남녀전체,C67,방광,35-39세,37,0.8,2006남C6735-39세
2006,남녀전체,C67,방광,40-44세,65,1.5,2006남C6740-44세
2006,남녀전체,C67,방광,45-49세,149,3.6,2006남C6745-49세
2006,남녀전체,C67,방광,50-54세,213,6.9,2006남C6750-54세
2006,남녀전체,C67,방광,55-59세,282,12.1,2006남C6755-59세
2006,남녀전체,C67,방광,60-64세,389,19.7,2006남C6760-64세
2006,남녀전체,C67,방광,65-69세,514,29.7,2006남C6765-69세
2006,남녀전체,C67,방광,70-74세,547,43.8,2006남C6770-74세
2006,남녀전체,C67,방광,75-79세,458,59.5,2006남C6775-79세
2006,남녀전체,C67,방광,80-84세,280,64.6,2006남C6780-84세
2006,남녀전체,C67,방광,85세이상,125,48.4,2006남C6785세이상
2006,남녀전체,C67,방광,전체,3089,6.3,2006남C67전체
2006,남녀전체,C70-C72,뇌 및 중추신경계,00-04세,49,2.1,2006남C70-C7200-04세
2006,남녀전체,C70-C72,뇌 및 중추신경계,05-09세,56,1.8,2006남C70-C7205-09세
2006,남녀전체,C70-C72,뇌 및 중추신경계,10-14세,78,2.2,2006남C70-C7210-14세
2006,남녀전체,C70-C72,뇌 및 중추신경계,15-19세,53,1.7,2006남C70-C7215-19세
2006,남녀전체,C70-C72,뇌 및 중추신경계,20-24세,47,1.3,2006남C70-C7220-24세
2006,남녀전체,C70-C72,뇌 및 중추신경계,25-29세,74,1.9,2006남C70-C7225-29세
2006,남녀전체,C70-C72,뇌 및 중추신경계,30-34세,70,1.6,2006남C70-C7230-34세
2006,남녀전체,C70-C72,뇌 및 중추신경계,35-39세,108,2.4,2006남C70-C7235-39세
2006,남녀전체,C70-C72,뇌 및 중추신경계,40-44세,112,2.6,2006남C70-C7240-44세
2006,남녀전체,C70-C72,뇌 및 중추신경계,45-49세,125,3,2006남C70-C7245-49세
2006,남녀전체,C70-C72,뇌 및 중추신경계,50-54세,118,3.8,2006남C70-C7250-54세
2006,남녀전체,C70-C72,뇌 및 중추신경계,55-59세,110,4.7,2006남C70-C7255-59세
2006,남녀전체,C70-C72,뇌 및 중추신경계,60-64세,117,5.9,2006남C70-C7260-64세
2006,남녀전체,C70-C72,뇌 및 중추신경계,65-69세,146,8.4,2006남C70-C7265-69세
2006,남녀전체,C70-C72,뇌 및 중추신경계,70-74세,146,11.7,2006남C70-C7270-74세
2006,남녀전체,C70-C72,뇌 및 중추신경계,75-79세,90,11.7,2006남C70-C7275-79세
2006,남녀전체,C70-C72,뇌 및 중추신경계,80-84세,44,10.1,2006남C70-C7280-84세
2006,남녀전체,C70-C72,뇌 및 중추신경계,85세이상,19,7.4,2006남C70-C7285세이상
2006,남녀전체,C70-C72,뇌 및 중추신경계,전체,1562,3.2,2006남C70-C72전체
2006,남녀전체,C73,갑상선,00-04세,,,2006남C7300-04세
2006,남녀전체,C73,갑상선,05-09세,3,0.1,2006남C7305-09세
2006,남녀전체,C73,갑상선,10-14세,14,0.4,2006남C7310-14세
2006,남녀전체,C73,갑상선,15-19세,82,2.6,2006남C7315-19세
2006,남녀전체,C73,갑상선,20-24세,344,9.6,2006남C7320-24세
2006,남녀전체,C73,갑상선,25-29세,682,17.2,2006남C7325-29세
2006,남녀전체,C73,갑상선,30-34세,1381,32.2,2006남C7330-34세
2006,남녀전체,C73,갑상선,35-39세,1913,42.4,2006남C7335-39세
2006,남녀전체,C73,갑상선,40-44세,2278,53.8,2006남C7340-44세
2006,남녀전체,C73,갑상선,45-49세,2994,71.6,2006남C7345-49세
2006,남녀전체,C73,갑상선,50-54세,2298,74.5,2006남C7350-54세
2006,남녀전체,C73,갑상선,55-59세,1604,68.9,2006남C7355-59세
2006,남녀전체,C73,갑상선,60-64세,1105,56,2006남C7360-64세
2006,남녀전체,C73,갑상선,65-69세,769,44.5,2006남C7365-69세
2006,남녀전체,C73,갑상선,70-74세,409,32.7,2006남C7370-74세
2006,남녀전체,C73,갑상선,75-79세,185,24,2006남C7375-79세
2006,남녀전체,C73,갑상선,80-84세,61,14.1,2006남C7380-84세
2006,남녀전체,C73,갑상선,85세이상,33,12.8,2006남C7385세이상
2006,남녀전체,C73,갑상선,전체,16155,33,2006남C73전체
2006,남녀전체,C81,호지킨림프종,00-04세,,,2006남C8100-04세
2006,남녀전체,C81,호지킨림프종,05-09세,3,0.1,2006남C8105-09세
2006,남녀전체,C81,호지킨림프종,10-14세,14,0.4,2006남C8110-14세
2006,남녀전체,C81,호지킨림프종,15-19세,14,0.4,2006남C8115-19세
2006,남녀전체,C81,호지킨림프종,20-24세,18,0.5,2006남C8120-24세
2006,남녀전체,C81,호지킨림프종,25-29세,14,0.4,2006남C8125-29세
2006,남녀전체,C81,호지킨림프종,30-34세,9,0.2,2006남C8130-34세
2006,남녀전체,C81,호지킨림프종,35-39세,14,0.3,2006남C8135-39세
2006,남녀전체,C81,호지킨림프종,40-44세,10,0.2,2006남C8140-44세
2006,남녀전체,C81,호지킨림프종,45-49세,14,0.3,2006남C8145-49세
2006,남녀전체,C81,호지킨림프종,50-54세,15,0.5,2006남C8150-54세
2006,남녀전체,C81,호지킨림프종,55-59세,12,0.5,2006남C8155-59세
2006,남녀전체,C81,호지킨림프종,60-64세,18,0.9,2006남C8160-64세
2006,남녀전체,C81,호지킨림프종,65-69세,6,0.3,2006남C8165-69세
2006,남녀전체,C81,호지킨림프종,70-74세,9,0.7,2006남C8170-74세
2006,남녀전체,C81,호지킨림프종,75-79세,2,0.3,2006남C8175-79세
2006,남녀전체,C81,호지킨림프종,80-84세,4,0.9,2006남C8180-84세
2006,남녀전체,C81,호지킨림프종,85세이상,1,0.4,2006남C8185세이상
2006,남녀전체,C81,호지킨림프종,전체,177,0.4,2006남C81전체
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,00-04세,31,1.3,"2006남C82-C86,C9600-04세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,05-09세,42,1.3,"2006남C82-C86,C9605-09세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,10-14세,49,1.4,"2006남C82-C86,C9610-14세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,15-19세,55,1.7,"2006남C82-C86,C9615-19세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,20-24세,62,1.7,"2006남C82-C86,C9620-24세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,25-29세,67,1.7,"2006남C82-C86,C9625-29세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,30-34세,107,2.5,"2006남C82-C86,C9630-34세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,35-39세,124,2.8,"2006남C82-C86,C9635-39세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,40-44세,162,3.8,"2006남C82-C86,C9640-44세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,45-49세,241,5.8,"2006남C82-C86,C9645-49세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,50-54세,274,8.9,"2006남C82-C86,C9650-54세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,55-59세,284,12.2,"2006남C82-C86,C9655-59세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,60-64세,287,14.5,"2006남C82-C86,C9660-64세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,65-69세,326,18.9,"2006남C82-C86,C9665-69세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,70-74세,293,23.4,"2006남C82-C86,C9670-74세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,75-79세,217,28.2,"2006남C82-C86,C9675-79세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,80-84세,106,24.4,"2006남C82-C86,C9680-84세"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,85세이상,45,17.4,"2006남C82-C86,C9685세이상"
2006,남녀전체,"C82-C86,C96",비호지킨 림프종,전체,2772,5.7,"2006남C82-C86,C96전체"
2006,남녀전체,C90,다발성 골수종,00-04세,,,2006남C9000-04세
2006,남녀전체,C90,다발성 골수종,05-09세,,,2006남C9005-09세
2006,남녀전체,C90,다발성 골수종,10-14세,,,2006남C9010-14세
2006,남녀전체,C90,다발성 골수종,15-19세,1,0,2006남C9015-19세
2006,남녀전체,C90,다발성 골수종,20-24세,3,0.1,2006남C9020-24세
2006,남녀전체,C90,다발성 골수종,25-29세,1,0,2006남C9025-29세
2006,남녀전체,C90,다발성 골수종,30-34세,6,0.1,2006남C9030-34세
2006,남녀전체,C90,다발성 골수종,35-39세,7,0.2,2006남C9035-39세
2006,남녀전체,C90,다발성 골수종,40-44세,21,0.5,2006남C9040-44세
2006,남녀전체,C90,다발성 골수종,45-49세,42,1,2006남C9045-49세
2006,남녀전체,C90,다발성 골수종,50-54세,57,1.8,2006남C9050-54세
2006,남녀전체,C90,다발성 골수종,55-59세,96,4.1,2006남C9055-59세
2006,남녀전체,C90,다발성 골수종,60-64세,138,7,2006남C9060-64세
2006,남녀전체,C90,다발성 골수종,65-69세,150,8.7,2006남C9065-69세
2006,남녀전체,C90,다발성 골수종,70-74세,117,9.4,2006남C9070-74세
2006,남녀전체,C90,다발성 골수종,75-79세,75,9.7,2006남C9075-79세
2006,남녀전체,C90,다발성 골수종,80-84세,43,9.9,2006남C9080-84세
2006,남녀전체,C90,다발성 골수종,85세이상,13,5,2006남C9085세이상
2006,남녀전체,C90,다발성 골수종,전체,770,1.6,2006남C90전체
2006,남녀전체,C91-C95,백혈병,00-04세,173,7.3,2006남C91-C9500-04세
2006,남녀전체,C91-C95,백혈병,05-09세,106,3.3,2006남C91-C9505-09세
2006,남녀전체,C91-C95,백혈병,10-14세,107,3,2006남C91-C9510-14세
2006,남녀전체,C91-C95,백혈병,15-19세,100,3.2,2006남C91-C9515-19세
2006,남녀전체,C91-C95,백혈병,20-24세,70,1.9,2006남C91-C9520-24세
2006,남녀전체,C91-C95,백혈병,25-29세,108,2.7,2006남C91-C9525-29세
2006,남녀전체,C91-C95,백혈병,30-34세,116,2.7,2006남C91-C9530-34세
2006,남녀전체,C91-C95,백혈병,35-39세,148,3.3,2006남C91-C9535-39세
2006,남녀전체,C91-C95,백혈병,40-44세,153,3.6,2006남C91-C9540-44세
2006,남녀전체,C91-C95,백혈병,45-49세,204,4.9,2006남C91-C9545-49세
2006,남녀전체,C91-C95,백혈병,50-54세,176,5.7,2006남C91-C9550-54세
2006,남녀전체,C91-C95,백혈병,55-59세,158,6.8,2006남C91-C9555-59세
2006,남녀전체,C91-C95,백혈병,60-64세,187,9.5,2006남C91-C9560-64세
2006,남녀전체,C91-C95,백혈병,65-69세,215,12.4,2006남C91-C9565-69세
2006,남녀전체,C91-C95,백혈병,70-74세,185,14.8,2006남C91-C9570-74세
2006,남녀전체,C91-C95,백혈병,75-79세,132,17.1,2006남C91-C9575-79세
2006,남녀전체,C91-C95,백혈병,80-84세,79,18.2,2006남C91-C9580-84세
2006,남녀전체,C91-C95,백혈병,85세이상,32,12.4,2006남C91-C9585세이상
2006,남녀전체,C91-C95,백혈병,전체,2449,5,2006남C91-C95전체
2006,남녀전체,Re.C00-C96,기타 암,00-04세,152,6.4,2006남Re.C00-C9600-04세
2006,남녀전체,Re.C00-C96,기타 암,05-09세,60,1.9,2006남Re.C00-C9605-09세
2006,남녀전체,Re.C00-C96,기타 암,10-14세,101,2.8,2006남Re.C00-C9610-14세
2006,남녀전체,Re.C00-C96,기타 암,15-19세,126,4,2006남Re.C00-C9615-19세
2006,남녀전체,Re.C00-C96,기타 암,20-24세,115,3.2,2006남Re.C00-C9620-24세
2006,남녀전체,Re.C00-C96,기타 암,25-29세,190,4.8,2006남Re.C00-C9625-29세
2006,남녀전체,Re.C00-C96,기타 암,30-34세,252,5.9,2006남Re.C00-C9630-34세
2006,남녀전체,Re.C00-C96,기타 암,35-39세,368,8.2,2006남Re.C00-C9635-39세
2006,남녀전체,Re.C00-C96,기타 암,40-44세,482,11.4,2006남Re.C00-C9640-44세
2006,남녀전체,Re.C00-C96,기타 암,45-49세,731,17.5,2006남Re.C00-C9645-49세
2006,남녀전체,Re.C00-C96,기타 암,50-54세,833,27,2006남Re.C00-C9650-54세
2006,남녀전체,Re.C00-C96,기타 암,55-59세,830,35.7,2006남Re.C00-C9655-59세
2006,남녀전체,Re.C00-C96,기타 암,60-64세,1050,53.2,2006남Re.C00-C9660-64세
2006,남녀전체,Re.C00-C96,기타 암,65-69세,1314,76,2006남Re.C00-C9665-69세
2006,남녀전체,Re.C00-C96,기타 암,70-74세,1319,105.5,2006남Re.C00-C9670-74세
2006,남녀전체,Re.C00-C96,기타 암,75-79세,1016,131.9,2006남Re.C00-C9675-79세
2006,남녀전체,Re.C00-C96,기타 암,80-84세,700,161.4,2006남Re.C00-C9680-84세
2006,남녀전체,Re.C00-C96,기타 암,85세이상,443,171.4,2006남Re.C00-C9685세이상
2006,남녀전체,Re.C00-C96,기타 암,전체,10082,20.6,2006남Re.C00-C96전체
2006,남자,C00-C96,모든암,00-04세,247,20,2006남C00-C9600-04세
2006,남자,C00-C96,모든암,05-09세,171,10.2,2006남C00-C9605-09세
2006,남자,C00-C96,모든암,10-14세,235,12.4,2006남C00-C9610-14세
2006,남자,C00-C96,모든암,15-19세,274,16.4,2006남C00-C9615-19세
2006,남자,C00-C96,모든암,20-24세,357,19.2,2006남C00-C9620-24세
2006,남자,C00-C96,모든암,25-29세,542,26.8,2006남C00-C9625-29세
2006,남자,C00-C96,모든암,30-34세,1086,49.7,2006남C00-C9630-34세
2006,남자,C00-C96,모든암,35-39세,1929,84.3,2006남C00-C9635-39세
2006,남자,C00-C96,모든암,40-44세,3413,157,2006남C00-C9640-44세
2006,남자,C00-C96,모든암,45-49세,6094,287.6,2006남C00-C9645-49세
2006,남자,C00-C96,모든암,50-54세,8044,519.8,2006남C00-C9650-54세
2006,남자,C00-C96,모든암,55-59세,9664,836.6,2006남C00-C9655-59세
2006,남자,C00-C96,모든암,60-64세,11813,1257.9,2006남C00-C9660-64세
2006,남자,C00-C96,모든암,65-69세,13962,1793.9,2006남C00-C9665-69세
2006,남자,C00-C96,모든암,70-74세,11984,2365.4,2006남C00-C9670-74세
2006,남자,C00-C96,모든암,75-79세,7562,2852.5,2006남C00-C9675-79세
2006,남자,C00-C96,모든암,80-84세,3951,2902.8,2006남C00-C9680-84세
2006,남자,C00-C96,모든암,85세이상,1653,2515.6,2006남C00-C9685세이상
2006,남자,C00-C96,모든암,전체,82981,338.6,2006남C00-C96전체
2006,남자,C00-C14,"입술, 구강 및 인두",00-04세,,,2006남C00-C1400-04세
2006,남자,C00-C14,"입술, 구강 및 인두",05-09세,1,0.1,2006남C00-C1405-09세
2006,남자,C00-C14,"입술, 구강 및 인두",10-14세,9,0.5,2006남C00-C1410-14세
2006,남자,C00-C14,"입술, 구강 및 인두",15-19세,7,0.4,2006남C00-C1415-19세
2006,남자,C00-C14,"입술, 구강 및 인두",20-24세,6,0.3,2006남C00-C1420-24세
2006,남자,C00-C14,"입술, 구강 및 인두",25-29세,18,0.9,2006남C00-C1425-29세
2006,남자,C00-C14,"입술, 구강 및 인두",30-34세,26,1.2,2006남C00-C1430-34세
2006,남자,C00-C14,"입술, 구강 및 인두",35-39세,53,2.3,2006남C00-C1435-39세
2006,남자,C00-C14,"입술, 구강 및 인두",40-44세,90,4.1,2006남C00-C1440-44세
2006,남자,C00-C14,"입술, 구강 및 인두",45-49세,168,7.9,2006남C00-C1445-49세
2006,남자,C00-C14,"입술, 구강 및 인두",50-54세,191,12.3,2006남C00-C1450-54세
2006,남자,C00-C14,"입술, 구강 및 인두",55-59세,198,17.1,2006남C00-C1455-59세
2006,남자,C00-C14,"입술, 구강 및 인두",60-64세,257,27.4,2006남C00-C1460-64세
2006,남자,C00-C14,"입술, 구강 및 인두",65-69세,267,34.3,2006남C00-C1465-69세
2006,남자,C00-C14,"입술, 구강 및 인두",70-74세,228,45,2006남C00-C1470-74세
2006,남자,C00-C14,"입술, 구강 및 인두",75-79세,113,42.6,2006남C00-C1475-79세
2006,남자,C00-C14,"입술, 구강 및 인두",80-84세,52,38.2,2006남C00-C1480-84세
2006,남자,C00-C14,"입술, 구강 및 인두",85세이상,16,24.3,2006남C00-C1485세이상
2006,남자,C00-C14,"입술, 구강 및 인두",전체,1700,6.9,2006남C00-C14전체
2006,남자,C15,식도,00-04세,,,2006남C1500-04세
2006,남자,C15,식도,05-09세,,,2006남C1505-09세
2006,남자,C15,식도,10-14세,,,2006남C1510-14세
2006,남자,C15,식도,15-19세,,,2006남C1515-19세
2006,남자,C15,식도,20-24세,1,0.1,2006남C1520-24세
2006,남자,C15,식도,25-29세,,,2006남C1525-29세
2006,남자,C15,식도,30-34세,,,2006남C1530-34세
2006,남자,C15,식도,35-39세,6,0.3,2006남C1535-39세
2006,남자,C15,식도,40-44세,18,0.8,2006남C1540-44세
2006,남자,C15,식도,45-49세,67,3.2,2006남C1545-49세
2006,남자,C15,식도,50-54세,123,7.9,2006남C1550-54세
2006,남자,C15,식도,55-59세,214,18.5,2006남C1555-59세
2006,남자,C15,식도,60-64세,328,34.9,2006남C1560-64세
2006,남자,C15,식도,65-69세,444,57,2006남C1565-69세
2006,남자,C15,식도,70-74세,353,69.7,2006남C1570-74세
2006,남자,C15,식도,75-79세,214,80.7,2006남C1575-79세
2006,남자,C15,식도,80-84세,84,61.7,2006남C1580-84세
2006,남자,C15,식도,85세이상,27,41.1,2006남C1585세이상
2006,남자,C15,식도,전체,1879,7.7,2006남C15전체
2006,남자,C16,위,00-04세,,,2006남C1600-04세
2006,남자,C16,위,05-09세,,,2006남C1605-09세
2006,남자,C16,위,10-14세,1,0.1,2006남C1610-14세
2006,남자,C16,위,15-19세,2,0.1,2006남C1615-19세
2006,남자,C16,위,20-24세,12,0.6,2006남C1620-24세
2006,남자,C16,위,25-29세,50,2.5,2006남C1625-29세
2006,남자,C16,위,30-34세,218,10,2006남C1630-34세
2006,남자,C16,위,35-39세,413,18,2006남C1635-39세
2006,남자,C16,위,40-44세,782,36,2006남C1640-44세
2006,남자,C16,위,45-49세,1491,70.4,2006남C1645-49세
2006,남자,C16,위,50-54세,1840,118.9,2006남C1650-54세
