진료년도,주상병코드,성별,환자수(명),청구건수(건),요양급여비용(원),보험자부담금(원)
2016,B01,남,40959 ,81145 ,2470638510 ,1865750530 
2016,B01,여,37415 ,74088 ,2108924350 ,1580891970 
2016,B02,남,269456 ,828692 ,30323317920 ,21445977300 
2016,B02,여,419026 ,1248048 ,50196553020 ,36029699570 
2016,B03,여,1 ,1 ,14410 ,10110 
2016,B04,남,1 ,1 ,10850 ,8650 
2016,B05,남,165 ,212 ,46675900 ,37690400 
2016,B05,여,139 ,188 ,19839700 ,15151880 
2016,B06,남,49 ,74 ,5780770 ,4132280 
2016,B06,여,291 ,359 ,24832950 ,15512010 
2016,B07,남,245399 ,657276 ,32636559490 ,21719869410 
2016,B07,여,207952 ,531083 ,24968653880 ,16720343930 
2016,B08,남,399783 ,819596 ,20476146830 ,16091222080 
2016,B08,여,372000 ,751989 ,18044339930 ,14134213580 
2016,B09,남,21081 ,33531 ,781059710 ,547268860 
2016,B09,여,20355 ,31585 ,724406090 ,510878920 
2016,B15,남,3873 ,9425 ,4536587990 ,3376504290 
2016,B15,여,3151 ,7274 ,3353151110 ,2494009120 
2016,B16,남,4183 ,7145 ,784015220 ,538860590 
2016,B16,여,3902 ,6170 ,624347530 ,430737290 
2016,B17,남,18463 ,32695 ,5253349120 ,3704722320 
2016,B17,여,18378 ,32366 ,5821043540 ,4126264120 
2016,B18,남,237168 ,1061245 ,86871862050 ,49199278420 
2016,B18,여,184241 ,757908 ,59948740740 ,33423355910 
2016,B19,남,3063 ,4892 ,428012830 ,293112550 
2016,B19,여,3031 ,4458 ,379358400 ,259375160 
2016,B20,남,975 ,4947 ,9433488740 ,8488866730 
2016,B20,여,115 ,431 ,850369090 ,764587270 
2016,B21,남,31 ,136 ,193271020 ,173679350 
2016,B21,여,3 ,9 ,11690210 ,10463020 
2016,B22,남,75 ,357 ,765291910 ,685377310 
2016,B22,여,9 ,36 ,68233930 ,61219290 
2016,B23,남,391 ,2011 ,3232634080 ,2903675210 
2016,B23,여,35 ,233 ,313342020 ,284034010 
2016,B24,남,7141 ,44207 ,71246087680 ,64062136220 
2016,B24,여,595 ,3662 ,5887219640 ,5295909280 
2016,B25,남,543 ,2693 ,1419282430 ,1253077130 
2016,B25,여,373 ,1463 ,947200770 ,831722300 
2016,B26,남,11771 ,19611 ,1428556070 ,1049817750 
2016,B26,여,8055 ,12952 ,841786450 ,608670050 
2016,B27,남,1636 ,2928 ,873664750 ,680835850 
2016,B27,여,1896 ,3278 ,646527450 ,482059560 
2016,B30,남,165888 ,365687 ,6329518560 ,4560158530 
2016,B30,여,159399 ,341383 ,5818803310 ,4191002510 
2016,B33,남,4757 ,9814 ,218782060 ,165682130 
2016,B33,여,6710 ,13932 ,260527280 ,192539500 
2016,B34,남,33000 ,51653 ,5304440680 ,4075538700 
2016,B34,여,32115 ,49370 ,4925508320 ,3744480190 
2016,B35,남,1321577 ,2830149 ,41507929090 ,29481732460 
2016,B35,여,1072768 ,2516281 ,35290415980 ,25501609550 
2016,B36,남,66241 ,101384 ,1589881670 ,1090921780 
2016,B36,여,37971 ,55025 ,865397040 ,602160600 
2016,B37,남,52554 ,82697 ,2909510540 ,2203814740 
2016,B37,여,1023852 ,1984094 ,44009445780 ,30243888460 
2016,B38,남,26 ,52 ,1925000 ,792600 
2016,B38,여,24 ,29 ,422840 ,305540 
2016,B39,남,2 ,5 ,76110 ,23010 
2016,B39,여,16 ,29 ,1585230 ,839330 
2016,B40,남,12 ,22 ,374830 ,228930 
2016,B40,여,3 ,6 ,176750 ,108650 
2016,B42,남,23 ,93 ,2836310 ,1174410 
2016,B42,여,27 ,136 ,6443790 ,3067940 
2016,B43,남,1004 ,1513 ,54235550 ,37599730 
2016,B43,여,1108 ,1754 ,82705330 ,61207080 
2016,B44,남,1215 ,4936 ,2942350080 ,2280986410 
2016,B44,여,1019 ,3678 ,2184859410 ,1704157370 
2016,B45,남,143 ,622 ,576535830 ,501893980 
2016,B45,여,127 ,624 ,664234310 ,578703230 
2016,B46,남,184 ,466 ,598213100 ,467927170 
2016,B46,여,237 ,605 ,416519770 ,337955910 
2016,B47,남,283 ,514 ,30344830 ,20960910 
2016,B47,여,323 ,561 ,38565240 ,27418750 
2016,B48,남,1247 ,2927 ,40465760 ,30010780 
2016,B48,여,1301 ,3011 ,45882920 ,34630670 
2016,B49,남,3224 ,6474 ,671562770 ,505175750 
2016,B49,여,4015 ,7690 ,929064340 ,700877770 
2016,B50,남,94 ,142 ,91887090 ,70703890 
2016,B50,여,72 ,82 ,10288730 ,7723170 
2016,B51,남,253 ,477 ,193703630 ,143025150 
2016,B51,여,76 ,144 ,56055320 ,41547810 
2016,B52,남,14 ,15 ,101460 ,76160 
2016,B52,여,8 ,9 ,172940 ,83940 
2016,B53,남,24 ,33 ,15309050 ,11186160 
2016,B53,여,16 ,18 ,1667870 ,1222420 
2016,B54,남,685 ,1060 ,272090460 ,198370540 
2016,B54,여,420 ,492 ,49244880 ,35507200 
2016,B55,남,2 ,3 ,1387390 ,1116620 
2016,B56,남,17 ,25 ,1844410 ,1182590 
2016,B56,여,14 ,29 ,2202480 ,1371700 
2016,B57,여,1 ,1 ,134890 ,80990 
2016,B58,남,135 ,380 ,34620420 ,20653780 
2016,B58,여,149 ,419 ,39992190 ,24624190 
2016,B59,남,156 ,391 ,1292579810 ,1132814350 
2016,B59,여,100 ,269 ,601419360 ,524380010 
2016,B60,남,102 ,197 ,4036630 ,2116470 
2016,B60,여,109 ,205 ,7130260 ,4254170 
2016,B64,남,16 ,25 ,441890 ,269990 
2016,B64,여,13 ,18 ,258610 ,189510 
2016,B65,남,37 ,67 ,1077550 ,642650 
2016,B65,여,23 ,26 ,1936800 ,1477130 
2016,B66,남,3109 ,4480 ,377235310 ,246354140 
2016,B66,여,1489 ,2365 ,240379960 ,168000120 
2016,B67,남,10 ,20 ,15108060 ,11629640 
2016,B67,여,4 ,6 ,111960 ,57460 
2016,B68,남,43 ,48 ,1747140 ,1009630 
2016,B68,여,23 ,27 ,1369270 ,778520 
2016,B69,남,265 ,759 ,121580080 ,80420440 
2016,B69,여,152 ,423 ,46133760 ,29026360 
2016,B70,남,72 ,182 ,21412570 ,13327160 
2016,B70,여,63 ,176 ,23085840 ,15164180 
2016,B71,남,36 ,47 ,1316440 ,692740 
2016,B71,여,22 ,36 ,1222530 ,681000 
2016,B72,여,11 ,11 ,190330 ,123630 
2016,B73,여,11 ,13 ,314780 ,207780 
2016,B74,남,1 ,1 ,1396570 ,1074210 
2016,B74,여,3 ,7 ,146720 ,86520 
2016,B75,남,2 ,2 ,228520 ,105520 
2016,B75,여,6 ,12 ,485660 ,182660 
2016,B76,남,430 ,490 ,4102400 ,2744000 
2016,B76,여,606 ,659 ,5032040 ,3449540 
2016,B77,남,459 ,505 ,5599330 ,3913260 
2016,B77,여,627 ,708 ,7035100 ,4917350 
2016,B78,남,3 ,3 ,38090 ,31790 
2016,B78,여,1 ,2 ,30650 ,23950 
2016,B79,남,54 ,61 ,2910330 ,1565530 
2016,B79,여,56 ,61 ,3456470 ,2033170 
2016,B80,남,1261 ,1406 ,21306160 ,14845650 
2016,B80,여,1682 ,1859 ,28298020 ,19292840 
2016,B81,남,241 ,286 ,50166320 ,34036840 
2016,B81,여,282 ,338 ,58013890 ,40023810 
2016,B82,남,343 ,393 ,7567840 ,4825840 
2016,B82,여,386 ,432 ,6809710 ,4423210 
2016,B83,남,1787 ,2624 ,121403300 ,67307830 
2016,B83,여,1431 ,1795 ,52417390 ,31599850 
2016,B85,남,11945 ,15100 ,250683500 ,178074300 
2016,B85,여,12047 ,14148 ,214183540 ,154051970 
2016,B86,남,18337 ,38536 ,680837160 ,435444280 
2016,B86,여,22990 ,41865 ,782649800 ,505786030 
2016,B87,남,84 ,245 ,14472980 ,11188580 
2016,B87,여,118 ,215 ,3897670 ,3103910 
2016,B88,남,8139 ,13892 ,447041740 ,316386790 
2016,B88,여,11031 ,18901 ,599843620 ,420699520 
2016,B89,남,577 ,803 ,33058110 ,17161240 
2016,B89,여,536 ,666 ,23337040 ,12796760 
2016,B90,남,5748 ,10080 ,791078430 ,485467250 
2016,B90,여,4369 ,7497 ,678437780 ,436515540 
2016,B91,남,286 ,726 ,50827310 ,34019910 
2016,B91,여,287 ,980 ,83980950 ,57780730 
2016,B92,남,3 ,4 ,266890 ,186290 
2016,B92,여,2 ,2 ,26410 ,15910 
2016,B94,남,53 ,254 ,56426350 ,43121250 
2016,B94,여,52 ,80 ,50035630 ,38826140 
2016,B95,남,2355 ,7444 ,144323730 ,109960940 
2016,B95,여,3235 ,8880 ,162095750 ,121312340 
2016,B96,남,1765 ,6666 ,133078250 ,101325790 
2016,B96,여,2145 ,6868 ,151953540 ,114994430 
2016,B97,남,309 ,428 ,101251790 ,84075470 
2016,B97,여,7389 ,11044 ,602917050 ,410764040 
2016,B98,남,8442 ,11349 ,342266070 ,201216620 
2016,B98,여,7059 ,9717 ,270699180 ,159501700 
2016,B99,남,392 ,543 ,63091370 ,45877930 
2016,B99,여,392 ,533 ,76400010 ,57578400 
2016,C00,남,151 ,1058 ,396419690 ,370628490 
2016,C00,여,124 ,938 ,510454130 ,465083630 
2016,C01,남,605 ,7899 ,3237388730 ,3038626390 
2016,C01,여,213 ,2005 ,976276860 ,907089020 
2016,C02,남,1927 ,20603 ,9406790280 ,8815688350 
2016,C02,여,1252 ,12262 ,5314718050 ,4954136680 
2016,C03,남,401 ,4162 ,1781033400 ,1667670640 
2016,C03,여,324 ,2399 ,1131290030 ,1060922240 
2016,C04,남,306 ,3777 ,1954855910 ,1825281160 
2016,C04,여,109 ,999 ,416998350 ,390680830 
2016,C05,남,390 ,3932 ,1351702520 ,1262403090 
2016,C05,여,327 ,2730 ,1002428720 ,932612030 
2016,C06,남,1016 ,10873 ,5224450040 ,4889297850 
2016,C06,여,654 ,5889 ,2728964240 ,2527771840 
2016,C07,남,968 ,10387 ,4267173890 ,3997978700 
2016,C07,여,853 ,6865 ,2494546270 ,2323552930 
2016,C08,남,696 ,6714 ,2532088100 ,2364496650 
2016,C08,여,667 ,5792 ,1931974800 ,1799568350 
2016,C09,남,2042 ,28032 ,11503219060 ,10767891500 
2016,C09,여,413 ,4058 ,1452717080 ,1351155280 
2016,C10,남,751 ,8032 ,3712250650 ,3459413620 
2016,C10,여,122 ,1259 ,418173130 ,386933310 
2016,C11,남,2081 ,29620 ,11254430970 ,10497448740 
2016,C11,여,779 ,10154 ,3576357760 ,3323535550 
2016,C12,남,405 ,5232 ,2595715020 ,2443200770 
2016,C12,여,20 ,129 ,134691360 ,123847220 
2016,C13,남,1367 ,19761 ,11012594670 ,10321985490 
2016,C13,여,130 ,1564 ,753185620 ,706737550 
2016,C14,남,199 ,1291 ,470699730 ,428248320 
2016,C14,여,68 ,338 ,228242190 ,218558970 
2016,C15,남,8175 ,107578 ,61336835840 ,57431554650 
2016,C15,여,888 ,9492 ,5393452570 ,5018361980 
2016,C16,남,103674 ,695771 ,291909894250 ,270159332280 
2016,C16,여,50434 ,342296 ,144246184190 ,132648037530 
2016,C17,남,1799 ,16008 ,8788458150 ,8221034290 
2016,C17,여,1223 ,9177 ,4656642350 ,4326131260 
2016,C18,남,49044 ,370305 ,204122267560 ,190193369970 
2016,C18,여,35123 ,277355 ,157509475940 ,145979174580 
2016,C19,남,9765 ,70895 ,43064548540 ,40344134600 
2016,C19,여,5920 ,42317 ,23622058950 ,22002575070 
2016,C20,남,31915 ,310607 ,147699662800 ,137477615270 
2016,C20,여,18898 ,165350 ,78216501460 ,72206214360 
2016,C21,남,876 ,6708 ,2533304570 ,2351644690 
2016,C21,여,1081 ,10585 ,4213219180 ,3889015540 
2016,C22,남,51088 ,536695 ,358666735870 ,334189117120 
2016,C22,여,17550 ,161953 ,107029552500 ,99109599170 
2016,C23,남,3401 ,29067 ,19432189230 ,18069990910 
2016,C23,여,4114 ,35646 ,23379867410 ,21635394140 
2016,C24,남,7745 ,78287 ,58775816650 ,54852060050 
2016,C24,여,5524 ,50461 ,37800369150 ,35054501690 
2016,C25,남,8259 ,114962 ,76833211540 ,71689001280 
2016,C25,여,7822 ,94692 ,65411209920 ,60756873710 
2016,C26,남,599 ,3309 ,1027854520 ,945769990 
2016,C26,여,486 ,2715 ,978836380 ,882851380 
2016,C30,남,606 ,7533 ,2871389860 ,2690388580 
2016,C30,여,392 ,4275 ,1699749290 ,1589356990 
2016,C31,남,614 ,9235 ,3945895110 ,3687888410 
2016,C31,여,364 ,4156 ,1863491950 ,1732477310 
2016,C32,남,6846 ,69394 ,26603626920 ,24754975080 
2016,C32,여,418 ,3735 ,1549652270 ,1419306520 
2016,C33,남,160 ,999 ,336420030 ,311387190 
2016,C33,여,104 ,768 ,296301210 ,276761250 
2016,C34,남,51032 ,637638 ,370066402060 ,344918443370 
2016,C34,여,27817 ,299929 ,168258347680 ,156180654400 
2016,C37,남,1323 ,15970 ,6978309880 ,6527524460 
2016,C37,여,1119 ,11735 ,4999982500 ,4648316900 
2016,C38,남,659 ,5504 ,3320731390 ,3086598210 
2016,C38,여,370 ,2615 ,1564960080 ,1442752430 
2016,C39,남,118 ,457 ,123624200 ,113656970 
2016,C39,여,89 ,306 ,147760000 ,134003560 
2016,C40,남,1049 ,9366 ,5743134510 ,5291323910 
2016,C40,여,816 ,5616 ,3363411990 ,3086606880 
2016,C41,남,1819 ,13485 ,8638699800 ,8027990440 
2016,C41,여,1510 ,11564 ,7119675330 ,6576616250 
2016,C43,남,1554 ,17410 ,6650302680 ,6205137690 
2016,C43,여,1923 ,20225 ,7198342350 ,6660918890 
2016,C44,남,6169 ,36784 ,9360743640 ,8617829470 
2016,C44,여,7512 ,40331 ,11371353230 ,10197148050 
2016,C45,남,234 ,2885 ,2275131240 ,2136377690 
2016,C45,여,153 ,1852 ,1390741270 ,1300494340 
2016,C46,남,244 ,2282 ,500510920 ,461984410 
2016,C46,여,140 ,826 ,177311070 ,158933590 
2016,C47,남,205 ,2017 ,807710730 ,749312330 
2016,C47,여,175 ,1342 ,709492200 ,657149840 
2016,C48,남,676 ,6270 ,4045820480 ,3781506320 
2016,C48,여,1429 ,14692 ,10171177050 ,9468962930 
2016,C49,남,3496 ,37708 ,16977011390 ,15849504930 
2016,C49,여,3263 ,30732 ,14931883590 ,13884635130 
2016,C50,남,523 ,5559 ,1798507300 ,1671492740 
2016,C50,여,154619 ,1968258 ,614792915980 ,568610854930 
2016,C51,여,560 ,5031 ,2107359610 ,1953437260 
2016,C52,여,369 ,3833 ,1576354020 ,1467707290 
2016,C53,여,26432 ,236581 ,88630687990 ,81941107230 
2016,C54,여,14507 ,115493 ,40576946220 ,37540516540 
2016,C55,여,1476 ,11572 ,4721827050 ,4359064520 
2016,C56,여,18576 ,180736 ,102495080750 ,95052677780 
2016,C57,여,1136 ,9117 ,4451213910 ,4105322720 
2016,C58,여,363 ,2617 ,731410880 ,665271280 
2016,C60,남,254 ,1979 ,710888790 ,654456010 
2016,C61,남,69534 ,544551 ,153405776240 ,142476183370 
2016,C62,남,1951 ,11462 ,3600063790 ,3291316870 
2016,C62,여,2 ,6 ,445720 ,388020 
2016,C63,남,216 ,959 ,364887730 ,331638390 
2016,C64,남,17768 ,105957 ,41634139790 ,38260641360 
2016,C64,여,8309 ,43989 ,18423286370 ,16792328810 
2016,C65,남,2039 ,14196 ,6131769020 ,5685741530 
2016,C65,여,867 ,5926 ,2848282140 ,2621769700 
2016,C66,남,1894 ,15814 ,7458688110 ,6926789550 
2016,C66,여,985 ,7353 ,4086070140 ,3761751270 
2016,C67,남,24850 ,195280 ,66013295830 ,60703205930 
2016,C67,여,5678 ,41160 ,16770866220 ,15310333310 
2016,C68,남,209 ,1243 ,414452830 ,382703820 
2016,C68,여,180 ,1438 ,749436250 ,688959760 
2016,C69,남,642 ,6008 ,1708397580 ,1577495540 
2016,C69,여,618 ,5059 ,1602451380 ,1476096820 
2016,C70,남,255 ,1661 ,1360692870 ,1263203920 
2016,C70,여,442 ,3063 ,2679932820 ,2455535040 
2016,C71,남,5704 ,69337 ,49919969280 ,46320828740 
2016,C71,여,5157 ,57437 ,41643757190 ,38424547780 
2016,C72,남,687 ,4909 ,2585771510 ,2356222790 
2016,C72,여,742 ,5091 ,2549775070 ,2313658660 
2016,C73,남,56898 ,244741 ,39033009550 ,34636021380 
2016,C73,여,273042 ,1149686 ,153412003130 ,132224781720 
2016,C74,남,639 ,7407 ,4666407990 ,4344695890 
2016,C74,여,580 ,6129 ,2870674940 ,2648126190 
2016,C75,남,461 ,3255 ,1929115640 ,1786616260 
2016,C75,여,422 ,2988 ,1054454940 ,970471010 
2016,C76,남,909 ,6655 ,2672917430 ,2484413970 
2016,C76,여,746 ,4144 ,1887554530 ,1739188940 
2016,C77,남,3922 ,14937 ,12427821910 ,11618326990 
2016,C77,여,4471 ,15166 ,10486730140 ,9790417540 
2016,C78,남,7300 ,27815 ,24033558100 ,22444626700 
2016,C78,여,6303 ,26459 ,22166720940 ,20616998880 
2016,C79,남,7864 ,39048 ,35049679480 ,32810420980 
2016,C79,여,7483 ,38886 ,30922690840 ,28891490650 
2016,C80,남,2491 ,13573 ,7519403590 ,6963216220 
2016,C80,여,2057 ,9912 ,5798977710 ,5340659000 
2016,C81,남,1206 ,11780 ,6116262090 ,5714512320 
2016,C81,여,751 ,7580 ,3829974590 ,3573476760 
2016,C82,남,937 ,8512 ,5876242440 ,5536969730 
2016,C82,여,786 ,7782 ,5105057660 ,4798720270 
2016,C83,남,6724 ,69130 ,69735436720 ,65515730240 
2016,C83,여,4910 ,47655 ,47255854560 ,44273309090 
2016,C84,남,1188 ,17974 ,11529279390 ,10820607260 
2016,C84,여,781 ,11248 ,6073025200 ,5678710100 
2016,C85,남,5599 ,37321 ,20401059920 ,18915798230 
2016,C85,여,4641 ,29056 ,15735964620 ,14501348160 
2016,C86,남,788 ,10306 ,9267112430 ,8698113640 
2016,C86,여,504 ,6425 ,5850083820 ,5486245930 
2016,C88,남,2146 ,16731 ,5338738450 ,4981708660 
2016,C88,여,2415 ,15976 ,4246839610 ,3933417480 
2016,C90,남,3548 ,66686 ,66081007900 ,62237979550 
2016,C90,여,3109 ,56121 ,54689734280 ,51338093760 
2016,C91,남,3360 ,46665 ,38034389960 ,35647235380 
2016,C91,여,2523 ,36302 ,33499119670 ,31446282390 
2016,C92,남,6759 ,71406 ,88467194550 ,83299612490 
2016,C92,여,5256 ,55592 ,65790630110 ,61847476360 
2016,C93,남,265 ,3307 ,3837441650 ,3611312770 
2016,C93,여,173 ,2168 ,3382349890 ,3179432240 
2016,C94,남,354 ,3082 ,3318556520 ,3113781600 
2016,C94,여,242 ,1516 ,1642621330 ,1537651660 
2016,C95,남,1057 ,6468 ,8147691950 ,7627097400 
2016,C95,여,860 ,4941 ,5649226480 ,5284414420 
2016,C96,남,976 ,6283 ,2234422930 ,2053792250 
2016,C96,여,619 ,4227 ,1437297750 ,1320213840 
2016,C97,남,130 ,298 ,637163670 ,595961380 
2016,C97,여,76 ,196 ,331640720 ,309270910 
2016,D00,남,2818 ,9641 ,2531475470 ,2316587630 
2016,D00,여,1109 ,3699 ,849914510 ,771790070 
2016,D01,남,10604 ,32613 ,7229153910 ,6633593100 
2016,D01,여,6079 ,19120 ,4329651200 ,3957753900 
2016,D02,남,497 ,2478 ,685037300 ,621939570 
2016,D02,여,270 ,1168 ,494457180 ,438481680 
2016,D03,남,293 ,929 ,152944540 ,138074190 
2016,D03,여,400 ,1485 ,219411310 ,193270840 
2016,D04,남,1111 ,4299 ,590243800 ,527083230 
2016,D04,여,1504 ,5971 ,913511140 ,810801080 
2016,D05,남,39 ,149 ,41564620 ,38304120 
2016,D05,여,25435 ,191173 ,44162138350 ,41053625510 
2016,D06,여,32749 ,116229 ,14033005990 ,12664237490 
2016,D07,남,672 ,1987 ,410192540 ,356757780 
2016,D07,여,1098 ,4318 ,705407570 ,647310610 
2016,D09,남,2573 ,11751 ,3180129340 ,2934476810 
2016,D09,여,1003 ,4147 ,926563020 ,846590220 
2016,D10,남,15411 ,31947 ,2724114390 ,1691519210 
2016,D10,여,14703 ,30219 ,2303568070 ,1434213730 
2016,D11,남,5299 ,18690 ,4493665880 ,3135492050 
2016,D11,여,5096 ,17392 ,3902843160 ,2694815880 
2016,D12,남,198169 ,310741 ,60067768940 ,39370607370 
2016,D12,여,124060 ,194245 ,35562169420 ,23485772950 
2016,D13,남,68076 ,168433 ,33797406200 ,22817952370 
2016,D13,여,65314 ,148558 ,26986848720 ,17826567080 
2016,D14,남,20362 ,34897 ,5437549960 ,3506897640 
2016,D14,여,16214 ,25588 ,4021986450 ,2611209420 
2016,D15,남,2431 ,5577 ,3105825980 ,2517509460 
2016,D15,여,2682 ,6409 ,4256118110 ,3555021400 
2016,D16,남,10996 ,26454 ,5018713400 ,3523725540 
2016,D16,여,10866 ,25772 ,4595747070 ,3201800330 
2016,D17,남,83363 ,243276 ,17257469290 ,11764708650 
2016,D17,여,72478 ,190235 ,14603142650 ,10046944960 
2016,D18,남,28725 ,57031 ,7971744620 ,5108148760 
2016,D18,여,35455 ,74046 ,9384369050 ,5984232720 
2016,D19,남,236 ,614 ,57519440 ,40753230 
2016,D19,여,260 ,657 ,70738180 ,50231900 
2016,D20,남,402 ,923 ,421067300 ,310318200 
2016,D20,여,665 ,1640 ,667894580 ,476079790 
2016,D21,남,51168 ,157167 ,11433916050 ,7743276720 
2016,D21,여,49452 ,130752 ,10280397550 ,6950810820 
2016,D22,남,9721 ,19754 ,1102164460 ,599609820 
2016,D22,여,13890 ,28592 ,1442230720 ,755225600 
2016,D23,남,157359 ,337833 ,14400500380 ,9308078970 
2016,D23,여,159407 ,314873 ,13041884760 ,8304994520 
2016,D24,남,1058 ,2003 ,194824220 ,135702030 
2016,D24,여,262358 ,483375 ,26911363150 ,16788229460 
2016,D25,여,343030 ,692096 ,155954273960 ,117924547710 
2016,D26,여,7116 ,10535 ,2003458790 ,1525382530 
2016,D27,여,97820 ,204967 ,55695578530 ,41661533820 
2016,D28,여,9284 ,17017 ,2084482640 ,1463683970 
2016,D29,남,11104 ,23438 ,2370859260 ,1597880190 
2016,D30,남,10965 ,21650 ,4308175260 ,2639399710 
2016,D30,여,9097 ,17055 ,3409984100 ,2145342220 
2016,D31,남,6799 ,13690 ,1279748970 ,811160340 
2016,D31,여,8382 ,16368 ,1394411090 ,881368790 
2016,D32,남,4877 ,19659 ,12432288170 ,11405663710 
2016,D32,여,17304 ,65400 ,37443454140 ,34149899430 
2016,D33,남,7141 ,29233 ,12882347430 ,11723055880 
2016,D33,여,10922 ,41722 ,18457711100 ,16645832850 
2016,D34,남,25864 ,48865 ,3036596330 ,1694316020 
2016,D34,여,134851 ,246797 ,13806790460 ,7792201600 
2016,D35,남,16353 ,72104 ,17354478660 ,13942784640 
2016,D35,여,22149 ,91217 ,20940144270 ,16974894710 
2016,D36,남,10878 ,24245 ,3061336960 ,2154372900 
2016,D36,여,11448 ,25075 ,3328906300 ,2348642030 
2016,D37,남,17445 ,44863 ,13122651570 ,11349502350 
2016,D37,여,16596 ,40865 ,11995961090 ,10260761240 
2016,D38,남,7017 ,10678 ,2805080570 ,2209128990 
2016,D38,여,6012 ,9638 ,2514465250 ,2014333190 
2016,D39,여,11452 ,31400 ,6846144750 ,6048983710 
2016,D40,남,856 ,2122 ,309422940 ,250383720 
2016,D41,남,3032 ,6516 ,1760892920 ,1396652680 
2016,D41,여,1818 ,3514 ,1048006860 ,819419120 
2016,D42,남,580 ,2884 ,2043474140 ,1891426240 
2016,D42,여,1212 ,4467 ,2996541800 ,2763622900 
2016,D43,남,3931 ,14609 ,8158800320 ,7384802200 
2016,D43,여,4894 ,18991 ,9931800910 ,8934526550 
2016,D44,남,4498 ,12910 ,3696509160 ,3276228420 
2016,D44,여,11310 ,22488 ,4925262160 ,4219629050 
2016,D45,남,1924 ,11062 ,1246686940 ,1092835420 
2016,D45,여,1194 ,8113 ,1146865560 ,1048325020 
2016,D46,남,2651 ,42115 ,35653143060 ,33557414660 
2016,D46,여,2121 ,26509 ,19803032680 ,18583208110 
2016,D47,남,4620 ,28695 ,10030727630 ,9247914560 
2016,D47,여,4842 ,28826 ,8423472540 ,7664746670 
2016,D48,남,4499 ,12623 ,4347905210 ,3847716030 
2016,D48,여,11373 ,25222 ,6202314940 ,5409669910 
2016,D50,남,72332 ,133934 ,7280661910 ,4927110190 
2016,D50,여,295448 ,604728 ,22457502110 ,14644778020 
2016,D51,남,2675 ,11945 ,394721200 ,241397780 
2016,D51,여,2098 ,8060 ,238805650 ,146011960 
2016,D52,남,895 ,1877 ,117254800 ,81101210 
2016,D52,여,2504 ,3997 ,161527250 ,115784410 
2016,D53,남,2241 ,7411 ,457190520 ,282987730 
2016,D53,여,3260 ,8064 ,476735120 ,308793870 
2016,D55,남,55 ,141 ,12102230 ,10021890 
2016,D55,여,95 ,223 ,11650260 ,9044910 
2016,D56,남,77 ,327 ,35145600 ,29095170 
2016,D56,여,88 ,282 ,53695140 ,46175220 
2016,D57,남,2 ,27 ,15384890 ,11055180 
2016,D57,여,5 ,12 ,587890 ,270690 
2016,D58,남,446 ,1501 ,221929780 ,154018320 
2016,D58,여,397 ,1392 ,227685270 ,153610780 
2016,D59,남,793 ,4962 ,17737197240 ,15876009260 
2016,D59,여,1059 ,5428 ,13506303500 ,12176218260 
2016,D60,남,99 ,1052 ,365939240 ,326389290 
2016,D60,여,152 ,1292 ,290896070 ,257378870 
2016,D61,남,3069 ,20786 ,12979016900 ,11476085940 
2016,D61,여,3723 ,25107 ,13452948970 ,11889032460 
2016,D62,남,250 ,437 ,141922370 ,109434680 
2016,D62,여,862 ,1373 ,181534990 ,136341350 
2016,D63,남,1124 ,3884 ,535312770 ,419117210 
2016,D63,여,1645 ,4704 ,516549530 ,374639390 
2016,D64,남,40935 ,71822 ,6730069480 ,4447731160 
2016,D64,여,112851 ,190182 ,13948274360 ,9107244490 
2016,D65,남,213 ,339 ,1930949550 ,1598546360 
2016,D65,여,221 ,434 ,1512887100 ,1235621960 
2016,D66,남,1546 ,40257 ,124281964820 ,112673225790 
2016,D66,여,60 ,376 ,963052930 ,857976840 
2016,D67,남,356 ,7287 ,38738793280 ,35099757780 
2016,D67,여,14 ,41 ,83080560 ,74405660 
2016,D68,남,2846 ,7976 ,3798906500 ,3257910160 
2016,D68,여,3411 ,9038 ,2986039230 ,2538928400 
2016,D69,남,21189 ,58663 ,8569631100 ,6327247940 
2016,D69,여,29172 ,85630 ,11405752710 ,8241531870 
2016,D70,남,1933 ,4594 ,3083303790 ,2745767500 
2016,D70,여,4081 ,9384 ,4629514030 ,4058812020 
2016,D71,남,79 ,1193 ,1176379770 ,1056837340 
2016,D71,여,52 ,224 ,59456620 ,52082240 
2016,D72,남,7226 ,16743 ,1552256100 ,892202150 
2016,D72,여,7022 ,14466 ,1241560830 ,736074110 
2016,D73,남,808 ,1852 ,657116970 ,483707290 
2016,D73,여,983 ,2119 ,556722310 ,381420270 
2016,D74,남,17 ,29 ,31522990 ,24702060 
2016,D74,여,20 ,32 ,36557190 ,29036880 
2016,D75,남,4481 ,11666 ,1152238520 ,625837620 
2016,D75,여,3590 ,7653 ,810470950 ,468875240 
2016,D76,남,484 ,2555 ,2520388190 ,2254671070 
2016,D76,여,498 ,3181 ,2275229720 ,2024857970 
2016,D77,남,419 ,1023 ,144212960 ,73564900 
2016,D77,여,484 ,1107 ,114197180 ,49025520 
2016,D80,남,225 ,2174 ,643970630 ,572878020 
2016,D80,여,201 ,1359 ,363972880 ,318416050 
2016,D81,남,34 ,137 ,258158340 ,229790070 
2016,D81,여,22 ,34 ,2064370 ,1304770 
2016,D82,남,147 ,1045 ,134318610 ,118349710 
