진료년도,주상병코드,성별,환자수(명),청구건수(건),요양급여비용(원),보험자부담금(원)
2014,L26,남,2732 ,5029 ,135860990 ,87772730 
2014,L26,여,3160 ,4911 ,89621070 ,62994580 
2014,L27,남,38764 ,70579 ,1518850590 ,1006584650 
2014,L27,여,46299 ,82591 ,1841275030 ,1214416730 
2014,L28,남,195323 ,430425 ,7448160760 ,5057561860 
2014,L28,여,207379 ,402213 ,6979159190 ,4763079850 
2014,L29,남,180185 ,354114 ,6096404780 ,3938771480 
2014,L29,여,246495 ,437159 ,7074771380 ,4695575560 
2014,L30,남,660597 ,1209258 ,18456460220 ,12506853170 
2014,L30,여,791250 ,1350637 ,20402162610 ,13736010580 
2014,L40,남,95530 ,466469 ,12752402500 ,7426247940 
2014,L40,여,69079 ,310387 ,7848740010 ,4692553670 
2014,L41,남,3703 ,13889 ,322791110 ,173717270 
2014,L41,여,3149 ,10970 ,244280040 ,129034540 
2014,L42,남,18545 ,37453 ,670579170 ,442268010 
2014,L42,여,24807 ,51757 ,935191090 ,602550390 
2014,L43,남,6776 ,16649 ,342450290 ,193954830 
2014,L43,여,7983 ,20020 ,456494980 ,247264580 
2014,L44,남,5606 ,9606 ,187567800 ,110303800 
2014,L44,여,6432 ,10548 ,184708580 ,109076430 
2014,L45,남,547 ,918 ,33254940 ,18422040 
2014,L45,여,696 ,1257 ,49862390 ,26464690 
2014,L50,남,1111561 ,2181015 ,38648183850 ,26043448080 
2014,L50,여,1392261 ,2680822 ,47885525860 ,32239787700 
2014,L51,남,9868 ,22482 ,1310442750 ,963423700 
2014,L51,여,13976 ,30225 ,1286877060 ,900040220 
2014,L52,남,1615 ,4487 ,153157100 ,84038050 
2014,L52,여,4378 ,13294 ,410103250 ,220169730 
2014,L53,남,18489 ,35622 ,661802510 ,430926560 
2014,L53,여,23096 ,42306 ,837373750 ,535509560 
2014,L54,남,285 ,584 ,10945140 ,7912960 
2014,L54,여,368 ,651 ,24465730 ,16521340 
2014,L55,남,4141 ,5457 ,108954790 ,74326050 
2014,L55,여,4607 ,6236 ,107600410 ,73328040 
2014,L56,남,7731 ,13459 ,222057420 ,135915940 
2014,L56,여,13396 ,20272 ,322776910 ,208629790 
2014,L57,남,5350 ,11308 ,347248640 ,180312780 
2014,L57,여,8275 ,18624 ,574934930 ,285317160 
2014,L58,남,120 ,272 ,11660450 ,8298040 
2014,L58,여,160 ,302 ,6923800 ,4040800 
2014,L59,남,434 ,776 ,22774090 ,16522340 
2014,L59,여,1266 ,1764 ,48756920 ,32335020 
2014,L60,남,107543 ,348967 ,7995263770 ,5411376280 
2014,L60,여,128729 ,386693 ,8543353190 ,5781454310 
2014,L62,남,146 ,245 ,5764180 ,3615130 
2014,L62,여,224 ,319 ,6852070 ,4462420 
2014,L63,남,83200 ,375253 ,9125180560 ,6021839810 
2014,L63,여,74595 ,325098 ,7896477510 ,5161839610 
2014,L64,남,16995 ,35790 ,608975220 ,292247480 
2014,L64,여,3032 ,7340 ,182810680 ,80492680 
2014,L65,남,5989 ,11167 ,201536220 ,112432120 
2014,L65,여,9559 ,19580 ,422857890 ,195876770 
2014,L66,남,8484 ,18807 ,299886500 ,203231260 
2014,L66,여,7567 ,14247 ,225620920 ,147649890 
2014,L67,남,117 ,154 ,3221970 ,1539370 
2014,L67,여,161 ,246 ,5504170 ,2507270 
2014,L68,남,87 ,96 ,790550 ,563050 
2014,L68,여,233 ,270 ,2030870 ,1287070 
2014,L70,남,49584 ,119195 ,1795315280 ,1113480360 
2014,L70,여,65649 ,140559 ,2092945480 ,1285077240 
2014,L71,남,12980 ,30243 ,487404510 ,247004790 
2014,L71,여,23760 ,58218 ,983101530 ,440943230 
2014,L72,남,110450 ,306716 ,10762312920 ,6847351800 
2014,L72,여,94149 ,222594 ,7585967960 ,4849543820 
2014,L73,남,101254 ,220047 ,3537851610 ,2346892250 
2014,L73,여,120089 ,227439 ,3358130150 ,2251507353 
2014,L74,남,17560 ,21719 ,316175420 ,229389370 
2014,L74,여,17410 ,21332 ,304350230 ,221670340 
2014,L75,남,2661 ,8983 ,963868980 ,700513810 
2014,L75,여,3063 ,9155 ,974143440 ,704769720 
2014,L80,남,24981 ,366912 ,13908493890 ,9002730700 
2014,L80,여,31000 ,428712 ,15759605450 ,10118256460 
2014,L81,남,12983 ,19553 ,401426610 ,201937750 
2014,L81,여,29328 ,46827 ,845573680 ,414125610 
2014,L82,남,9349 ,16065 ,483936890 ,212438970 
2014,L82,여,9401 ,15344 ,411310310 ,185839560 
2014,L83,남,953 ,2068 ,72844310 ,35142590 
2014,L83,여,897 ,1958 ,53509470 ,22137730 
2014,L84,남,179080 ,408013 ,14191935560 ,9904630790 
2014,L84,여,170112 ,379618 ,12908628670 ,9061725740 
2014,L85,남,111599 ,197944 ,2909739270 ,2048099730 
2014,L85,여,105751 ,164150 ,2406061840 ,1692220340 
2014,L86,남,588 ,833 ,13224460 ,7733560 
2014,L86,여,587 ,803 ,11450800 ,7081600 
2014,L87,남,754 ,1195 ,28197700 ,17653100 
2014,L87,여,635 ,1070 ,23368310 ,14092800 
2014,L88,남,759 ,2448 ,171236780 ,125708760 
2014,L88,여,648 ,2371 ,150426390 ,108366220 
2014,L89,남,8622 ,48286 ,11787033380 ,9015573870 
2014,L89,여,10738 ,52542 ,18482848980 ,13995514110 
2014,L90,남,10213 ,19385 ,1036584310 ,707026560 
2014,L90,여,14770 ,30502 ,1240731150 ,750389280 
2014,L91,남,45430 ,130835 ,3367807400 ,2270969030 
2014,L91,여,71721 ,192822 ,4885533550 ,3259071220 
2014,L92,남,8064 ,17236 ,559443140 ,380340190 
2014,L92,여,9253 ,18949 ,606670520 ,393938470 
2014,L93,남,654 ,2528 ,89653520 ,34669930 
2014,L93,여,1685 ,5857 ,267507040 ,119593240 
2014,L94,남,847 ,2494 ,96614010 ,46530980 
2014,L94,여,1410 ,4500 ,191004770 ,90145570 
2014,L95,남,2777 ,6679 ,215526780 ,125147100 
2014,L95,여,4560 ,10574 ,343800700 ,181188980 
2014,L97,남,1707 ,9348 ,1297873110 ,981591240 
2014,L97,여,1011 ,4862 ,589864090 ,435608840 
2014,L98,남,18491 ,50525 ,2782292450 ,1894331290 
2014,L98,여,20327 ,49127 ,2218544830 ,1458625710 
2014,L99,남,614 ,1108 ,29986120 ,16290710 
2014,L99,여,503 ,775 ,26043890 ,16442010 
2014,M00,남,9732 ,38921 ,14388971630 ,10890022170 
2014,M00,여,10927 ,42480 ,18688232130 ,14217113370 
2014,M01,남,783 ,1613 ,281284850 ,217675500 
2014,M01,여,1198 ,2395 ,291760100 ,219476960 
2014,M02,남,3758 ,8998 ,283497720 ,187369580 
2014,M02,여,6065 ,13642 ,342394060 ,233202100 
2014,M03,남,379 ,721 ,34365970 ,24565690 
2014,M03,여,457 ,898 ,27479030 ,18487250 
2014,M05,남,18153 ,124457 ,13597923190 ,12052882150 
2014,M05,여,76623 ,555934 ,67107006250 ,59541358800 
2014,M06,남,47205 ,158927 ,5726938660 ,3784419650 
2014,M06,여,134027 ,488274 ,18883070690 ,12468755350 
2014,M07,남,3909 ,12892 ,1782542720 ,1567723240 
2014,M07,여,6572 ,22157 ,1523721170 ,1290966710 
2014,M08,남,1704 ,8411 ,2167884030 ,1922261480 
2014,M08,여,1840 ,8900 ,1768847560 ,1567077000 
2014,M09,남,51 ,143 ,14523770 ,10438640 
2014,M09,여,54 ,93 ,5723520 ,3657400 
2014,M10,남,283439 ,1279642 ,31445093570 ,20575047640 
2014,M10,여,26396 ,75974 ,2518669150 ,1725645190 
2014,M11,남,1392 ,4065 ,133905540 ,91585510 
2014,M11,여,2328 ,7409 ,280111180 ,196055780 
2014,M12,남,20153 ,58583 ,2176159580 ,1481906620 
2014,M12,여,25501 ,80206 ,2497385300 ,1735457780 
2014,M13,남,357978 ,1162324 ,28175783370 ,20726068010 
2014,M13,여,713860 ,2588709 ,74514239400 ,55761495390 
2014,M14,남,1700 ,5578 ,227067910 ,161812520 
2014,M14,여,2544 ,8985 ,343448860 ,253530740 
2014,M15,남,80196 ,276969 ,5467206760 ,3801263570 
2014,M15,여,192579 ,753128 ,17378100110 ,11842997470 
2014,M16,남,35372 ,110542 ,8592179150 ,6349438590 
2014,M16,여,53984 ,176786 ,16677501820 ,12473894810 
2014,M17,남,721790 ,4191838 ,162100016250 ,119100071070 
2014,M17,여,1817135 ,12994243 ,704322116390 ,527621586320 
2014,M18,남,2666 ,6860 ,164803330 ,120017860 
2014,M18,여,6640 ,20881 ,463685800 ,332632800 
2014,M19,남,302918 ,954378 ,28653584170 ,19871736990 
2014,M19,여,564696 ,1923990 ,61463582730 ,42447518310 
2014,M20,남,18136 ,53620 ,5913573060 ,4278680840 
2014,M20,여,55831 ,166806 ,31630050680 ,23561997600 
2014,M21,남,20187 ,46479 ,5295164740 ,3800139910 
2014,M21,여,21239 ,53858 ,8189421670 ,6045430610 
2014,M22,남,54497 ,130414 ,4257535940 ,2981630130 
2014,M22,여,80435 ,217577 ,7272278570 ,5141560820 
2014,M23,남,147325 ,421987 ,44950518320 ,33489118410 
2014,M23,여,174049 ,567698 ,68524115860 ,51097670120 
2014,M24,남,74347 ,289298 ,14862603890 ,10899207920 
2014,M24,여,90254 ,388065 ,16474358430 ,12106897320 
2014,M25,남,564389 ,1426547 ,38398345140 ,25053935180 
2014,M25,여,797313 ,2298715 ,55068269180 ,36265707060 
2014,M30,남,7806 ,24074 ,6161599170 ,5202374610 
2014,M30,여,5577 ,17291 ,4241946550 ,3580706820 
2014,M31,남,937 ,4582 ,1298193760 ,1134273560 
2014,M31,여,2195 ,12756 ,3118299460 ,2750499450 
2014,M32,남,2742 ,15465 ,2236134230 ,1946195270 
2014,M32,여,18430 ,143693 ,17819921790 ,15658461780 
2014,M33,남,1763 ,6769 ,1509248930 ,1322114910 
2014,M33,여,2857 ,15649 ,2142192470 ,1872364860 
2014,M34,남,485 ,3049 ,374925700 ,325467980 
2014,M34,여,2738 ,19175 ,2679925210 ,2359899430 
2014,M35,남,10863 ,51544 ,3752929730 ,3142303890 
2014,M35,여,30330 ,152885 ,10405229420 ,8572471380 
2014,M36,남,221 ,842 ,425896190 ,387817030 
2014,M36,여,212 ,552 ,34516720 ,20740060 
2014,M40,남,11936 ,36080 ,1639878650 ,1182839640 
2014,M40,여,21535 ,70665 ,5631555650 ,4143912830 
2014,M41,남,38634 ,114296 ,4506119170 ,3162875720 
2014,M41,여,74978 ,258171 ,11973628060 ,8487591370 
2014,M42,남,1849 ,11330 ,223117460 ,175474730 
2014,M42,여,3302 ,20043 ,387858250 ,307967740 
2014,M43,남,73627 ,291578 ,23851917070 ,17316621700 
2014,M43,여,138859 ,611713 ,55579249340 ,40849000610 
2014,M45,남,25887 ,157334 ,50998998800 ,45636123640 
2014,M45,여,11244 ,65473 ,12031642340 ,10609503520 
2014,M46,남,17887 ,70155 ,12801065740 ,9503762760 
2014,M46,여,27008 ,112409 ,13027478690 ,9695403660 
2014,M47,남,420077 ,2077770 ,64947910800 ,47401485850 
2014,M47,여,702735 ,3972771 ,115949098660 ,86182638120 
2014,M48,남,500801 ,3204377 ,159877564090 ,115093657190 
2014,M48,여,895515 ,5820789 ,275471342210 ,200062724810 
2014,M49,남,13243 ,72931 ,2871174650 ,2162559980 
2014,M49,여,24357 ,140065 ,4725087430 ,3569470500 
2014,M50,남,379201 ,2056761 ,92261710300 ,65037506400 
2014,M50,여,491927 ,2552423 ,103913456960 ,73707885920 
2014,M51,남,799920 ,4423618 ,247843928260 ,177617042660 
2014,M51,여,1082971 ,6582884 ,305623813040 ,220786445380 
2014,M53,남,152443 ,461053 ,14226362690 ,10156105820 
2014,M53,여,245128 ,799198 ,24186063870 ,17388987810 
2014,M54,남,1909187 ,7959472 ,195136434430 ,139709853250 
2014,M54,여,2784356 ,14206996 ,331731695900 ,243586035810 
2014,M60,남,42968 ,96605 ,3546180720 ,2625430660 
2014,M60,여,56045 ,137468 ,4146657520 ,3083106640 
2014,M61,남,2254 ,6636 ,424998490 ,309329100 
2014,M61,여,3684 ,11728 ,539413780 ,384757240 
2014,M62,남,165288 ,401921 ,11493364070 ,8237900840 
2014,M62,여,211467 ,586570 ,13824860750 ,10011698530 
2014,M63,남,247 ,466 ,36067410 ,26395650 
2014,M63,여,385 ,712 ,36557310 ,32962420 
2014,M65,남,543018 ,1468036 ,39301048970 ,28077748900 
2014,M65,여,887710 ,2655385 ,69576378040 ,49575746620 
2014,M66,남,4026 ,14971 ,1215189780 ,899658630 
2014,M66,여,4332 ,17870 ,1403521790 ,1049535780 
2014,M67,남,102361 ,222042 ,11259885900 ,8054487590 
2014,M67,여,131157 ,281783 ,13097883610 ,9322763790 
2014,M68,남,365 ,966 ,33048940 ,23581320 
2014,M68,여,424 ,1182 ,39600530 ,28175090 
2014,M70,남,65175 ,167580 ,4934591340 ,3474836350 
2014,M70,여,76140 ,205316 ,5384265060 ,3813277660 
2014,M71,남,52268 ,156120 ,7723524280 ,5579053220 
2014,M71,여,57010 ,163958 ,7308385880 ,5284774830 
2014,M72,남,144494 ,454064 ,13726239250 ,9869010750 
2014,M72,여,196489 ,672455 ,15921665080 ,11295812580 
2014,M73,남,909 ,1765 ,94461910 ,68941780 
2014,M73,여,1368 ,2295 ,99043480 ,72574310 
2014,M75,남,826092 ,3859927 ,158679811570 ,114957515700 
2014,M75,여,1133234 ,5866725 ,221053426350 ,160676576680 
2014,M76,남,135872 ,356300 ,8471267240 ,5883700780 
2014,M76,여,147035 ,396576 ,9292032850 ,6533748120 
2014,M77,남,421790 ,1469635 ,32350635990 ,22443775440 
2014,M77,여,525816 ,1944087 ,44284464930 ,30842735750 
2014,M79,남,1215732 ,2792288 ,56281198130 ,39379584600 
2014,M79,여,1730380 ,4529075 ,90359347260 ,63623573420 
2014,M80,남,5086 ,16542 ,1994564430 ,1410644370 
2014,M80,여,55366 ,204757 ,15088226260 ,10411002610 
2014,M81,남,49886 ,153335 ,3879204340 ,2643383520 
2014,M81,여,716153 ,2635333 ,65612139380 ,45304700040 
2014,M82,남,1002 ,2529 ,78375200 ,50027390 
2014,M82,여,9646 ,25909 ,650624850 ,381982800 
2014,M83,남,976 ,2120 ,75672990 ,50051270 
2014,M83,여,6720 ,13342 ,286326320 ,201411100 
2014,M84,남,8661 ,28106 ,6831723510 ,5120207640 
2014,M84,여,5697 ,18222 ,5491525310 ,4157077360 
2014,M85,남,5024 ,10675 ,970847300 ,623072480 
2014,M85,여,19950 ,42554 ,1983990150 ,1015804310 
2014,M86,남,7141 ,42560 ,13465957110 ,10197885180 
2014,M86,여,4581 ,22680 ,7486847720 ,5654608200 
2014,M87,남,16904 ,62594 ,28456017170 ,21875082710 
2014,M87,여,9957 ,34333 ,16421414590 ,12608289430 
2014,M88,남,76 ,276 ,31134510 ,25818640 
2014,M88,여,83 ,336 ,67254600 ,52224550 
2014,M89,남,11399 ,43830 ,3777042100 ,3089404020 
2014,M89,여,15146 ,53542 ,3623971340 ,2884916720 
2014,M90,남,454 ,1387 ,358194570 ,287367320 
2014,M90,여,417 ,1227 ,216867310 ,167706500 
2014,M91,남,1963 ,4736 ,572744640 ,390858790 
2014,M91,여,628 ,1369 ,185815550 ,133237790 
2014,M92,남,23682 ,61389 ,2360722080 ,1648152780 
2014,M92,여,8007 ,18091 ,862792810 ,602662370 
2014,M93,남,7211 ,21704 ,3084476310 ,2263006380 
2014,M93,여,6065 ,18315 ,2736885050 ,2013767400 
2014,M94,남,19746 ,34684 ,2314837600 ,1603940520 
2014,M94,여,25311 ,47496 ,3074841370 ,2132572260 
2014,M95,남,2770 ,6962 ,1398126470 ,1014840530 
2014,M95,여,2279 ,5570 ,776193940 ,560538570 
2014,M96,남,24610 ,130645 ,8721957810 ,6052439710 
2014,M96,여,34199 ,176549 ,11803359600 ,8303034270 
2014,M99,남,24458 ,110193 ,5933759400 ,4330260850 
2014,M99,여,36978 ,183065 ,8835745180 ,6529493940 
2014,N00,남,3693 ,7999 ,590628620 ,391776290 
2014,N00,여,9254 ,19253 ,896671520 ,626356360 
2014,N01,남,251 ,1159 ,251525890 ,198973780 
2014,N01,여,465 ,1456 ,389441710 ,313052270 
2014,N02,남,17889 ,49967 ,3296389240 ,1837161060 
2014,N02,여,20838 ,58568 ,3213710500 ,1679820930 
2014,N03,남,8287 ,35427 ,1946131830 ,1071144780 
2014,N03,여,8813 ,37858 ,2029311790 ,1125870740 
2014,N04,남,7912 ,47629 ,4704368370 ,3033006880 
2014,N04,여,6294 ,30508 ,2925753910 ,1877852690 
2014,N05,남,7246 ,23662 ,1895655830 ,1142908580 
2014,N05,여,8928 ,26181 ,1837569660 ,1101991880 
2014,N06,남,4274 ,8668 ,382975230 ,217110950 
2014,N06,여,4630 ,8762 ,361731800 ,205506280 
2014,N07,남,91 ,281 ,12911990 ,6643250 
2014,N07,여,89 ,250 ,13040940 ,6564860 
2014,N08,남,5646 ,21921 ,1278874770 ,639497040 
2014,N08,여,4388 ,16987 ,1116600980 ,633088410 
2014,N10,남,22531 ,47769 ,12109840320 ,9427082660 
2014,N10,여,150997 ,342393 ,69094607070 ,50722055700 
2014,N11,남,1720 ,3531 ,208193290 ,136057000 
2014,N11,여,7877 ,18496 ,1010116000 ,712528540 
2014,N12,남,2593 ,5544 ,487254590 ,360537780 
2014,N12,여,13486 ,27624 ,2692465360 ,1961859930 
2014,N13,남,17263 ,41948 ,9064759660 ,6315548100 
2014,N13,여,16493 ,43905 ,10294850150 ,7368086840 
2014,N14,남,59 ,179 ,32141840 ,25711060 
2014,N14,여,64 ,167 ,15017820 ,10550320 
2014,N15,남,577 ,1538 ,805177110 ,603818300 
2014,N15,여,2078 ,5075 ,2196328180 ,1615218180 
2014,N16,남,21 ,52 ,22032340 ,17039510 
2014,N16,여,47 ,148 ,15611660 ,10515580 
2014,N17,남,10926 ,26519 ,18701177270 ,14515100440 
2014,N17,여,7949 ,19062 ,15888515520 ,12325122050 
2014,N18,남,96670 ,3583567 ,778251547890 ,692356153010 
2014,N18,여,61248 ,2592638 ,601482280730 ,534095897720 
2014,N19,남,6775 ,21568 ,2721537150 ,1911641230 
2014,N19,여,4268 ,12603 ,2840539380 ,2065106690 
2014,N20,남,159797 ,439376 ,125101632430 ,80809754160 
2014,N20,여,81981 ,212654 ,56904511480 ,36860396540 
2014,N21,남,21950 ,33796 ,5630053380 ,3839599310 
2014,N21,여,9608 ,13732 ,1947406320 ,1295233310 
2014,N22,남,531 ,686 ,39090790 ,23911260 
2014,N22,여,322 ,410 ,28159200 ,17945650 
2014,N23,남,3185 ,4071 ,469497020 ,252943010 
2014,N23,여,2704 ,3678 ,304352860 ,163141480 
2014,N25,남,501 ,1996 ,291017150 ,231545280 
2014,N25,여,597 ,1944 ,234751550 ,175295670 
2014,N26,남,242 ,728 ,84836660 ,53572960 
2014,N26,여,329 ,898 ,135253690 ,90806680 
2014,N27,남,182 ,408 ,31154800 ,17418370 
2014,N27,여,194 ,441 ,21659090 ,9592760 
2014,N28,남,23226 ,47850 ,6048031490 ,3645367600 
2014,N28,여,20800 ,39830 ,5242338530 ,3247559630 
2014,N29,남,515 ,1000 ,65910200 ,42010380 
2014,N29,여,764 ,1414 ,71417130 ,43159860 
2014,N30,남,93603 ,170307 ,5486671850 ,3927515060 
2014,N30,여,1473061 ,3433648 ,68429105910 ,47014036220 
2014,N31,남,109899 ,304521 ,9180635300 ,5908176030 
2014,N31,여,195796 ,524954 ,13883125020 ,8637360050 
2014,N32,남,14312 ,31603 ,1771162020 ,1186275070 
2014,N32,여,37603 ,83763 ,2720068290 ,1584199650 
2014,N33,남,502 ,871 ,28238610 ,19430150 
2014,N33,여,533 ,1037 ,28447210 ,19021110 
2014,N34,남,325903 ,861065 ,14973041310 ,10496404820 
2014,N34,여,68129 ,135665 ,2623145060 ,1864837350 
2014,N35,남,4182 ,16972 ,2708491240 ,1902754020 
2014,N35,여,514 ,1264 ,144906570 ,96177810 
2014,N36,남,1517 ,3149 ,357015870 ,269643020 
2014,N36,여,3658 ,9314 ,1141818970 ,792178350 
2014,N37,남,2061 ,3873 ,79504520 ,56059860 
2014,N37,여,1119 ,1869 ,37929280 ,27880290 
2014,N39,남,119244 ,217652 ,19599387240 ,14571896540 
2014,N39,여,318201 ,675055 ,84920092100 ,62691795000 
2014,N40,남,1019244 ,4790086 ,131660355520 ,85835377800 
2014,N41,남,292552 ,1028606 ,25867842310 ,17909817160 
2014,N42,남,13649 ,34266 ,965078360 ,667113330 
2014,N43,남,15641 ,38027 ,5092435920 ,3865185660 
2014,N44,남,2169 ,3787 ,874097610 ,670754720 
2014,N45,남,57173 ,155908 ,5482928410 ,3768350040 
2014,N46,남,48862 ,74737 ,2970623380 ,1811160580 
2014,N47,남,8033 ,12558 ,425591640 ,283034930 
2014,N48,남,136154 ,213628 ,4455118770 ,3056271610 
2014,N49,남,8726 ,18275 ,2017254610 ,1495902310 
2014,N50,남,8254 ,14490 ,677345700 ,411680940 
2014,N51,남,3384 ,5309 ,197761520 ,129800330 
2014,N60,남,474 ,738 ,30196150 ,15641060 
2014,N60,여,169061 ,262957 ,11170139940 ,6312645670 
2014,N61,남,684 ,2078 ,73753870 ,46772500 
2014,N61,여,36095 ,85823 ,2805712700 ,1858445760 
2014,N62,남,13669 ,30540 ,3567322280 ,2560316530 
2014,N62,여,4046 ,6490 ,353166680 ,196640930 
2014,N63,남,859 ,1459 ,70595380 ,41743380 
2014,N63,여,119095 ,193600 ,8772594400 ,5356612410 
2014,N64,남,2844 ,3758 ,116596610 ,71070270 
2014,N64,여,367729 ,458627 ,14198817950 ,8745986730 
2014,N70,여,28434 ,69363 ,7832477740 ,5915790370 
2014,N71,여,143704 ,304506 ,6157041010 ,4196913070 
2014,N72,여,1068735 ,2088562 ,39491336690 ,26442218920 
2014,N73,여,231888 ,532784 ,22410212930 ,15580023790 
2014,N74,여,21481 ,45070 ,1452500260 ,994016720 
2014,N75,여,26859 ,72544 ,3815357820 ,2615527730 
2014,N76,여,1651232 ,3380093 ,55657133800 ,37850468530 
2014,N77,여,66920 ,133387 ,2242619720 ,1518400050 
2014,N80,여,90116 ,218126 ,46048842590 ,33714207510 
2014,N81,여,22989 ,67940 ,15117786960 ,11282675910 
2014,N82,여,758 ,3215 ,1096350980 ,846890870 
2014,N83,여,81064 ,140550 ,33223529040 ,24700489260 
2014,N84,여,96481 ,175366 ,13775108650 ,9135335890 
2014,N85,여,40786 ,85155 ,7169155290 ,4878357570 
2014,N86,여,178126 ,315072 ,7824234800 ,5347029940 
2014,N87,여,141019 ,352518 ,22363762400 ,12998714240 
2014,N88,여,11099 ,15918 ,1080230700 ,757002080 
2014,N89,여,20208 ,29674 ,806148100 ,501565560 
2014,N90,여,7511 ,11261 ,378646230 ,239359130 
2014,N91,여,374943 ,544612 ,11187792670 ,7189020700 
2014,N92,여,231947 ,335659 ,7450960140 ,4724549050 
2014,N93,여,424858 ,709397 ,22059099650 ,14142315260 
2014,N94,여,166846 ,245350 ,4879195030 ,2960551170 
2014,N95,여,685341 ,2063073 ,32031680970 ,19924624330 
2014,N96,여,4354 ,9846 ,613565950 ,364339520 
2014,N97,여,161131 ,817173 ,22392870680 ,14126028940 
2014,N98,여,3209 ,6535 ,933931310 ,694827260 
2014,N99,남,386 ,915 ,147029610 ,109127330 
2014,N99,여,776 ,1812 ,402465710 ,298961930 
2014,O00,여,19567 ,56608 ,11565442690 ,8791180350 
2014,O01,여,1589 ,8305 ,601375150 ,385724240 
2014,O02,여,74478 ,207017 ,15993809960 ,10701746140 
2014,O03,여,17728 ,32154 ,1689044560 ,1163512260 
2014,O04,여,872 ,1428 ,292041090 ,224126760 
2014,O05,여,1319 ,2338 ,160607430 ,110156260 
2014,O06,여,2362 ,4163 ,323622780 ,229009010 
2014,O07,여,27 ,38 ,1805300 ,1187600 
2014,O08,여,3554 ,6600 ,316224210 ,234112120 
2014,O10,여,580 ,1401 ,126509010 ,93218690 
2014,O11,여,214 ,460 ,273233620 ,213795650 
2014,O12,여,1989 ,2490 ,200542320 ,156261130 
2014,O13,여,2385 ,4947 ,1274483400 ,1000787200 
2014,O14,여,2216 ,4345 ,2961029340 ,2341531480 
2014,O15,여,93 ,126 ,102181100 ,78225320 
2014,O16,여,538 ,1290 ,119471860 ,85182880 
2014,O20,여,64938 ,119328 ,5669600400 ,3934220200 
2014,O21,여,27032 ,46750 ,2512118670 ,1780786480 
2014,O22,여,662 ,939 ,72842430 ,51142950 
2014,O23,여,23470 ,41220 ,1103075680 ,727127910 
2014,O24,여,68913 ,135101 ,4521220430 ,2802995180 
2014,O25,여,27 ,30 ,810950 ,582850 
2014,O26,여,18872 ,67727 ,1995944510 ,1282521420 
2014,O28,여,5770 ,8162 ,266991100 ,165658010 
2014,O29,여,16 ,18 ,747540 ,507620 
2014,O30,여,8839 ,38657 ,7903572350 ,6038088250 
2014,O31,여,159 ,407 ,85027710 ,64782040 
2014,O32,여,11105 ,16894 ,12780309890 ,10106756370 
2014,O33,여,18305 ,21515 ,18759339000 ,14799189640 
2014,O34,여,41351 ,86282 ,48508814240 ,38054761500 
2014,O35,여,3983 ,7147 ,599105650 ,410240300 
2014,O36,여,7611 ,12132 ,3713864780 ,2992483230 
2014,O40,여,342 ,647 ,217317900 ,168146510 
2014,O41,여,3543 ,5212 ,1412826600 ,1135563880 
2014,O42,여,15503 ,19945 ,12756473970 ,11122140610 
2014,O43,여,226 ,393 ,230532300 ,188898420 
2014,O44,여,4029 ,9238 ,6854852510 ,5372535660 
2014,O45,여,684 ,882 ,1190731480 ,949062880 
2014,O46,여,1014 ,1169 ,232946700 ,169369230 
2014,O47,여,21981 ,30924 ,6593987160 ,4947408340 
2014,O48,여,469 ,508 ,252269020 ,243391160 
2014,O60,여,32548 ,51681 ,29476006250 ,23081510800 
2014,O61,여,3875 ,4207 ,4009101440 ,3176583000 
2014,O62,여,1514 ,1867 ,1230386290 ,1027838680 
2014,O63,여,7276 ,7755 ,9012955560 ,8385031300 
2014,O64,여,1672 ,1805 ,2668596470 ,2121078230 
2014,O65,여,10321 ,10893 ,17095578320 ,13448704990 
2014,O66,여,3648 ,3790 ,5966318890 ,4724598760 
2014,O67,여,23 ,26 ,69230030 ,55496330 
2014,O68,여,6729 ,7239 ,11076759690 ,9034010700 
2014,O69,여,181 ,242 ,278868960 ,231030120 
2014,O70,여,532 ,746 ,258194140 ,246962630 
2014,O71,여,659 ,1180 ,273640430 ,229327160 
2014,O72,여,6216 ,9654 ,4059817720 ,3432004490 
2014,O73,여,900 ,1338 ,103279940 ,76868410 
2014,O74,여,24 ,27 ,3958590 ,2637960 
2014,O75,여,2179 ,2535 ,2788457870 ,2740832100 
2014,O80,여,197687 ,218550 ,202411477210 ,199081090560 
2014,O81,여,20768 ,22759 ,25159286850 ,24810962100 
2014,O82,여,93125 ,109641 ,135408815290 ,107339266600 
2014,O83,여,25293 ,26269 ,26181280640 ,25747522180 
2014,O84,여,2175 ,2477 ,3449814690 ,2862741230 
2014,O85,여,223 ,325 ,77317390 ,55081610 
2014,O86,여,49631 ,82329 ,1323150880 ,867688440 
2014,O87,여,536 ,664 ,38531580 ,26991860 
2014,O88,여,23 ,34 ,96570300 ,85791420 
2014,O89,여,57 ,57 ,6479190 ,4681910 
2014,O90,여,20211 ,34088 ,887552470 ,571160950 
2014,O91,여,25826 ,40760 ,698552320 ,458763400 
2014,O92,여,12255 ,15542 ,287821600 ,179135190 
2014,O94,여,43 ,49 ,5010570 ,3948810 
2014,O95,여,3 ,3 ,46630 ,25330 
2014,O97,여,4 ,4 ,86970 ,60070 
2014,O98,여,1112 ,1621 ,184820030 ,136330590 
2014,O99,여,57894 ,99141 ,4822148050 ,3174619670 
2014,P00,남,509 ,1066 ,321971130 ,309946630 
